Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 4.2 TF (mid SP)_EV14,52.0,104,112.667,7.23,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,112,12.196,84.901,121.81,8.884,84.901,121.664,0.095,142.968,168.045,7.865,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV15,40.5,81,87.75,5.89,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,223,10.664,65.865,94.79,7.195,65.865,94.634,0.123,112.063,129.482,12.999,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV16,50.0,100,108.333,6.87,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,156,11.359,82.133,116.863,8.471,82.133,116.712,0.101,137.087,158.731,9.753,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV17,46.5,93,100.75,6.56,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,142,12.324,74.715,109.81,8.105,74.715,109.682,0.095,129.104,149.927,9.57,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV18,46.5,93,100.75,6.38,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,249,10.843,73.237,108.534,7.925,73.237,108.402,0.099,127.456,147.561,14.256,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV19,48.5,97,105.083,6.76,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,245,11.192,79.912,114.429,8.221,79.912,114.282,0.102,134.05,155.168,14.444,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV20,41.0,82,88.833,6.28,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,160,11.338,66.384,96.802,7.532,66.384,96.647,0.119,114.845,131.665,15.132,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV21,38.0,76,82.333,5.86,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,209,12.335,62.369,89.506,7.028,62.369,89.35,0.127,106.354,123.325,15.703,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV22,46.5,93,100.75,6.56,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,220,10.368,74.006,108.507,8.174,74.006,108.371,0.1,127.975,148.553,12.619,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV23,44.5,89,96.417,6.47,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,242,12.215,73.82,105.442,7.756,73.82,105.28,0.12,124.04,142.45,15.588,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV24,36.5,73,79.083,6.03,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,166,10.693,56.905,88.657,6.948,56.905,88.524,0.101,105.171,124.468,10.037,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV25,45.5,91,98.583,6.5,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,235,11.272,74.076,106.229,8.066,74.076,106.086,0.101,125.463,145.624,14.172,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV26,44.0,88,95.333,6.15,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,112,12.214,69.58,103.304,7.613,69.58,103.172,0.098,121.472,140.259,8.049,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV27,52.0,104,112.667,7.12,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,112,10.679,84.733,122.13,8.635,84.733,121.972,0.102,142.744,163.038,7.091,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV28,42.0,84,91.0,6.4,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,334,10.437,64.166,98.665,7.768,64.166,98.503,0.12,117.278,136.173,18.554,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV29,44.0,88,95.333,6.34,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,199,10.869,71.523,102.669,7.9,71.523,102.531,0.1,121.501,139.423,12.032,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV30,26.5,53,57.417,4.26,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,201,11.239,41.997,63.065,5.257,41.997,62.944,0.13,75.629,87.351,12.125,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV31,44.5,89,96.417,6.44,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,185,11.097,74.078,105.461,7.613,74.078,105.314,0.105,123.636,141.777,11.329,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV32,45.0,90,97.5,6.3,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,187,10.872,72.017,105.024,7.847,72.017,104.882,0.101,123.735,142.556,11.228,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV33,41.5,83,89.917,5.88,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,168,10.946,68.104,97.258,7.121,68.104,97.103,0.123,114.358,133.606,10.075,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV34,35.5,71,76.917,5.31,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,170,11.224,57.007,84.398,6.354,57.007,84.29,0.092,99.486,114.391,10.499,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV35,48.0,96,104.0,6.74,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,212,10.693,79.375,112.368,8.311,79.375,112.22,0.096,132.108,150.156,12.251,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV36,43.0,86,93.167,6.6,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,209,11.694,69.069,102.36,7.909,69.069,102.233,0.099,121.158,145.453,13.178,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV37,49.0,98,106.167,6.84,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,178,10.882,78.935,115.25,8.386,78.935,115.118,0.092,135.168,157.502,10.581,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV38,36.0,72,78.0,5.3,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,280,12.164,62.316,87.686,6.067,62.316,87.587,0.089,102.1,116.88,17.697,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV39,37.5,75,81.25,5.48,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,153,12.503,66.931,91.28,6.086,66.931,91.147,0.127,105.934,121.232,10.44,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV40,46.0,92,99.667,6.32,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,248,12.073,75.339,107.507,7.815,75.339,107.368,0.102,126.124,144.958,15.807,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV41,43.5,87,94.25,6.2,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,241,10.598,70.114,103.195,7.534,70.114,103.071,0.094,121.094,140.59,13.738,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV42,44.5,89,96.417,6.29,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,168,10.702,73.579,104.014,7.778,73.579,103.885,0.1,122.571,143.455,10.12,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV43,46.5,93,100.75,6.68,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,155,11.555,72.347,108.813,8.273,72.347,108.669,0.098,128.488,154.114,9.929,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV44,48.0,96,104.0,6.96,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,142,12.282,81.513,114.985,8.157,81.513,114.836,0.108,134.473,157.238,9.585,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV45,34.5,69,74.75,5.39,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,144,10.667,54.274,81.501,6.565,54.274,81.372,0.11,97.164,116.697,8.8,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV46,41.0,82,88.833,6.18,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,174,11.132,66.058,96.662,7.555,66.058,96.507,0.112,114.704,135.356,10.827,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV47,36.5,73,79.083,5.32,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,310,10.529,59.071,86.594,6.468,59.071,86.48,0.103,102.042,118.557,17.571,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV48,38.0,76,82.333,5.85,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,240,10.238,61.861,90.572,6.925,61.861,90.453,0.105,107.083,123.287,13.264,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV49,31.5,63,68.25,4.78,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,308,10.61,52.852,75.566,5.543,52.852,75.462,0.11,88.804,103.322,17.351,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV50,45.0,90,97.5,6.65,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,262,10.427,70.838,105.319,8.177,70.838,105.163,0.114,124.868,145.908,14.509,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV51,43.0,86,93.167,6.1,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,134,11.104,67.9,100.352,7.608,67.9,100.228,0.098,118.45,138.229,8.52,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV52,39.0,78,84.5,5.71,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,153,11.582,64.773,92.933,6.78,64.773,92.817,0.095,109.085,125.137,9.906,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV53,50.0,100,108.333,6.98,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,100,12.78,80.242,117.064,8.584,80.242,116.934,0.096,137.469,159.492,7.339,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV54,41.0,82,88.833,6.24,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,176,12.233,68.052,97.427,7.233,68.052,97.27,0.13,114.831,134.133,11.699,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV55,33.0,66,71.5,5.26,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,168,10.726,55.352,79.483,6.123,55.352,79.369,0.104,94.068,108.01,10.12,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV56,42.5,85,92.083,6.16,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,132,11.712,69.97,101.012,7.458,69.97,100.879,0.101,118.761,139.776,8.655,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV57,44.5,89,96.417,6.5,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,162,10.827,70.909,105.647,7.914,70.909,105.52,0.099,124.463,146.422,9.844,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV58,44.5,89,96.417,6.5,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,107,11.262,72.923,105.414,7.831,72.923,105.289,0.096,124.068,142.972,7.068,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV59,43.5,87,94.25,6.37,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,126,11.246,68.902,101.719,7.867,68.902,101.562,0.108,120.509,139.598,8.024,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV60,51.0,102,110.5,7.17,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,142,11.768,82.797,119.37,8.732,82.797,119.187,0.12,140.32,162.207,9.192,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV61,50.5,101,109.417,6.9,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,112,12.545,82.242,117.971,8.554,82.242,117.824,0.095,138.343,161.112,7.942,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV62,43.0,86,93.167,6.15,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,146,11.075,68.642,100.525,7.597,68.642,100.382,0.105,118.667,136.859,9.211,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV63,46.5,93,100.75,6.48,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,190,11.253,75.698,108.857,7.987,75.698,108.728,0.098,127.896,146.528,11.571,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV64,36.0,72,78.0,5.61,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,236,10.674,54.125,85.074,6.697,54.125,84.923,0.13,101.158,119.797,13.62,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV65,51.5,103,111.583,6.89,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,273,10.223,82.367,120.181,8.588,82.367,120.059,0.088,140.618,161.55,15.2,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV66,45.5,91,98.583,6.5,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,258,10.566,71.255,106.294,8.043,71.255,106.15,0.102,125.469,144.784,15.085,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV67,50.0,100,108.333,6.85,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,197,10.812,80.979,118.045,8.406,80.979,117.924,0.083,137.999,159.563,11.651,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV68,34.5,69,74.75,5.24,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,178,10.792,55.118,81.638,6.343,55.118,81.532,0.102,96.721,110.988,10.616,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV69,38.5,77,83.417,5.97,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,145,11.303,61.72,90.981,7.135,61.72,90.838,0.116,108.008,126.19,9.219,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV70,43.0,86,93.167,6.21,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,202,10.738,69.898,101.416,7.53,69.898,101.279,0.101,119.353,136.939,11.945,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV71,42.5,85,92.083,6.36,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,136,12.279,69.704,100.659,7.615,69.704,100.508,0.109,118.858,136.292,9.192,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV72,42.0,84,91.0,6.13,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,190,10.895,65.715,98.146,7.585,65.715,98.0,0.109,116.233,134.59,11.446,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV73,37.0,74,80.167,5.3,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,120,12.917,61.685,88.951,6.561,61.685,88.833,0.102,104.588,121.79,8.617,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV74,49.0,98,106.167,7.06,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,274,10.971,80.339,115.921,8.572,80.339,115.79,0.095,136.345,157.618,15.643,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV75,42.0,84,91.0,6.38,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,240,10.387,67.834,99.829,7.582,67.834,99.694,0.104,117.91,137.043,13.412,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV76,49.0,98,106.167,6.71,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,178,10.697,80.082,115.192,8.232,80.082,115.067,0.086,134.721,153.969,10.787,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV77,35.5,71,76.917,5.46,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,139,11.604,59.719,86.053,6.153,59.719,85.926,0.116,100.775,114.532,9.086,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV78,50.0,100,108.333,7.17,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,263,10.24,77.834,117.264,8.777,77.834,117.116,0.095,138.152,159.189,14.717,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV79,35.5,71,76.917,5.49,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,239,11.184,59.156,84.234,6.461,59.156,84.095,0.128,99.754,116.035,14.456,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV80,36.0,72,78.0,5.45,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,249,10.655,60.694,86.414,6.446,60.694,86.298,0.091,101.719,119.018,14.141,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV81,40.5,81,87.75,5.81,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,146,10.993,65.598,94.736,7.198,65.598,94.612,0.105,111.882,129.25,9.217,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV82,39.0,78,84.5,5.76,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,338,10.195,62.145,91.017,7.163,62.145,90.885,0.103,108.081,124.294,18.313,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV83,48.0,96,104.0,6.83,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,140,11.307,77.931,112.697,8.349,77.931,112.548,0.102,132.578,153.59,8.86,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV84,37.0,74,80.167,5.97,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,177,11.141,61.354,89.649,6.69,61.354,89.507,0.119,105.679,120.395,10.762,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV85,40.5,81,87.75,6.45,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,223,10.762,66.557,96.704,7.576,66.557,96.552,0.119,114.855,131.657,13.052,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV86,46.0,92,99.667,6.59,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,114,12.482,75.034,108.059,8.131,75.034,107.935,0.091,127.367,145.774,8.04,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV87,40.5,81,87.75,5.72,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,164,11.573,65.135,94.551,7.092,65.135,94.421,0.106,111.48,130.131,10.378,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV88,40.5,81,87.75,6.41,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,139,11.489,62.136,95.096,7.823,62.136,94.927,0.119,113.789,133.814,8.955,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV89,42.5,85,92.083,6.23,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,280,10.8,69.57,101.55,7.558,69.57,101.406,0.113,119.611,138.357,16.381,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV90,37.0,74,80.167,5.65,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,243,10.226,60.117,88.174,6.606,60.117,88.031,0.121,104.023,120.293,13.722,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV91,54.5,109,118.083,7.45,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,128,11.578,86.973,128.044,9.133,86.973,127.911,0.092,149.807,169.792,8.363,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV92,40.0,80,86.667,6.29,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,145,12.083,65.874,96.986,7.162,65.874,96.861,0.102,114.118,135.668,9.8,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV93,47.5,95,102.917,6.56,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,126,12.833,78.416,111.732,7.97,78.416,111.594,0.104,130.735,150.31,8.951,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV94,34.0,68,73.667,5.22,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,135,10.615,53.108,80.142,6.338,53.108,80.016,0.116,95.289,110.314,8.237,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV95,35.0,70,75.833,5.11,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,155,11.787,56.739,81.875,6.263,56.739,81.737,0.124,96.854,112.248,10.115,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV96,46.5,93,100.75,6.34,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,146,10.582,73.869,108.658,7.86,73.869,108.536,0.096,127.394,144.767,8.885,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV97,36.0,72,78.0,5.27,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,250,10.504,59.744,84.668,6.232,59.744,84.5,0.151,99.71,115.617,14.015,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV98,47.5,95,102.917,6.88,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,179,12.436,80.504,113.541,8.081,80.504,113.419,0.093,132.761,160.453,11.907,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV99,41.0,82,88.833,5.99,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,385,10.203,66.288,96.215,7.339,66.288,96.058,0.123,113.795,131.768,20.782,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV100,37.0,74,80.167,5.57,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,167,11.198,58.27,86.345,6.945,58.27,86.199,0.109,102.876,120.787,10.483,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV101,33.5,67,72.583,5.11,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,77,8.312,51.642,78.156,6.366,51.642,78.031,0.111,93.359,107.958,4.576,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV102,37.0,74,80.167,5.42,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,52,9.558,60.171,88.023,6.548,60.171,87.904,0.103,103.61,122.81,3.782,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV103,48.0,96,104.0,6.97,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,42,9.595,73.598,112.051,8.677,73.598,111.907,0.099,132.762,155.173,3.257,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV104,45.5,91,98.583,6.82,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,51,11.039,70.746,106.258,8.461,70.746,106.103,0.106,126.438,152.071,3.951,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV105,42.5,85,92.083,6.09,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66,8.182,66.915,99.514,7.496,66.915,99.388,0.094,117.367,136.836,4.105,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV106,41.0,82,88.833,5.71,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,38,9.579,64.631,95.674,7.133,64.631,95.559,0.094,112.604,130.707,3.062,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV107,39.5,79,85.583,5.89,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,47,10.255,62.029,92.441,7.274,62.029,92.313,0.108,109.753,127.509,3.57,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV108,38.0,76,82.333,5.77,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,73,9.548,58.86,88.697,7.173,58.86,88.557,0.113,105.835,124.311,4.724,2.0,2.0,triangular,1000000
Set 4.2 TF (mid SP)_EV109,41.0,82,88.833,5.82,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,42,9.071,65.61,95.814,7.209,65.61,95.7,0.094,112.991,130.457,3.123,2.0,2.0,triangular,1000000
