Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 3.1 LA (low SP)_EV11,18.5,37,40.083,3.9,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,206,6.058,26.793,41.333,3.627,26.793,41.231,0.16,50.078,58.798,8.752,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV12,20.0,40,43.333,4.65,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,193,6.047,30.193,44.667,4.138,30.193,44.495,0.234,54.885,65.637,7.521,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV13,21.0,42,45.5,4.49,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,263,6.586,32.436,48.467,3.953,32.436,48.342,0.174,58.054,68.33,10.667,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV14,22.5,45,48.75,4.74,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,221,6.543,30.558,48.794,4.707,30.558,48.679,0.138,60.08,71.191,9.107,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV15,22.0,44,47.667,4.65,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,162,6.426,32.06,48.302,4.457,32.06,48.175,0.161,59.066,69.059,7.119,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV16,21.0,42,45.5,4.49,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,212,6.896,32.348,47.761,3.779,32.348,47.624,0.199,57.011,66.138,9.463,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV17,20.0,40,43.333,4.54,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,183,6.612,32.482,46.814,3.725,32.482,46.684,0.197,55.941,66.02,7.667,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV18,20.5,41,44.417,4.63,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,242,6.074,32.157,47.928,3.965,32.157,47.832,0.138,57.459,66.752,9.265,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV19,20.5,41,44.417,4.41,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,192,6.109,29.934,45.152,4.072,29.934,44.959,0.247,55.205,64.917,8.028,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV20,21.0,42,45.5,4.39,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,354,6.342,29.8,46.268,4.037,29.8,46.111,0.213,56.187,67.075,21.03,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV21,21.0,42,45.5,4.34,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,140,6.036,31.194,47.615,4.109,31.194,47.484,0.181,57.621,67.523,8.542,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV22,17.5,35,37.917,4.02,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,196,5.872,28.194,40.316,3.273,28.194,40.172,0.239,48.433,56.567,12.686,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV23,21.0,42,45.5,4.49,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,260,6.4,34.19,48.736,3.769,34.19,48.595,0.2,57.969,68.477,17.228,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV24,22.5,45,48.75,4.64,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,136,5.478,31.515,48.943,4.56,31.515,48.839,0.128,59.863,71.854,7.861,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV25,20.5,41,44.417,4.41,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,253,6.292,31.186,46.214,3.966,31.186,46.098,0.167,55.827,66.306,18.756,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV26,22.0,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,185,6.114,32.786,49.096,4.359,32.786,48.904,0.236,59.844,70.436,9.194,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV27,10.5,21,22.75,3.29,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,94,5.191,16.1,24.573,2.3,16.1,24.405,0.434,30.696,37.012,4.392,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV28,18.5,37,40.083,4.67,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,127,5.874,29.168,42.144,3.745,29.168,41.907,0.338,51.649,61.256,5.965,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV29,21.0,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,210,6.252,29.46,46.854,3.889,29.46,46.696,0.228,56.461,67.769,9.88,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV30,21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,182,6.385,33.317,49.23,4.162,33.317,49.133,0.133,59.203,69.347,8.258,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV31,21.0,42,45.5,4.64,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,274,6.562,31.772,47.435,4.123,31.772,47.309,0.174,57.45,67.342,11.699,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV32,22.5,45,48.75,4.79,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,405,6.565,34.545,51.142,4.238,34.545,51.016,0.168,61.425,71.983,16.49,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV33,23.5,47,50.917,4.99,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,266,6.598,32.727,51.268,4.697,32.727,51.069,0.235,62.845,77.34,11.584,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV34,27.0,54,58.5,5.53,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,181,6.652,40.112,59.378,5.198,40.112,59.217,0.177,71.984,86.941,8.599,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV35,18.0,36,39.0,4.03,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,143,6.175,27.401,40.743,3.476,27.401,40.639,0.172,49.188,59.312,6.759,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV36,25.5,51,55.25,5.36,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,102,6.235,33.928,55.748,5.202,33.928,55.632,0.13,68.237,82.012,5.308,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV37,12.5,25,27.083,3.23,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,62,4.387,18.001,27.99,2.743,18.001,27.842,0.295,34.898,41.932,3.011,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV38,26.0,52,56.333,5.34,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,296,6.551,40.943,59.489,4.593,40.943,59.378,0.133,70.542,82.154,12.601,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV39,18.5,37,40.083,4.42,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,201,6.328,27.968,41.509,3.878,27.968,41.294,0.297,51.201,61.347,8.837,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV40,24.0,48,52.0,4.97,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,158,5.924,32.411,52.726,4.77,32.411,52.607,0.144,64.173,75.692,6.896,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV41,17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,124,5.492,24.28,38.531,4.169,24.28,38.34,0.242,48.773,59.477,5.425,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV42,19.0,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,158,6.19,27.855,42.097,3.841,27.855,41.95,0.21,51.486,60.791,7.241,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV43,18.0,36,39.0,4.3,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,172,5.843,26.304,40.333,4.027,26.304,40.2,0.189,50.084,58.699,7.306,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV44,24.0,48,52.0,5.1,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,251,6.048,35.158,52.613,4.806,35.158,52.455,0.185,64.312,75.413,10.279,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV45,19.0,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,177,5.571,28.707,41.913,3.608,28.707,41.678,0.352,51.198,62.463,7.159,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV46,20.0,40,43.333,4.39,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,155,5.974,28.069,43.642,4.153,28.069,43.471,0.224,53.841,64.51,6.835,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV47,14.0,28,30.333,3.16,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,190,6.189,21.002,32.292,2.789,21.002,32.202,0.18,39.05,45.674,8.287,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV48,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,163,5.982,29.169,44.926,4.432,29.169,44.81,0.148,55.566,66.053,7.209,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV49,26.5,53,57.417,5.52,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,167,6.144,38.817,58.909,5.149,38.817,58.792,0.138,71.278,85.796,7.589,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV50,16.5,33,35.75,3.9,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,142,5.866,23.657,36.906,3.533,23.657,36.762,0.217,45.554,54.097,6.509,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV51,21.5,43,46.583,4.6,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,265,6.547,33.573,48.578,4.043,33.573,48.425,0.207,58.481,67.242,11.526,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV52,25.5,51,55.25,5.32,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,256,6.961,37.217,56.581,5.002,37.217,56.452,0.15,68.632,83.112,11.569,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV53,17.5,35,37.917,4.02,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,155,5.465,25.97,39.781,3.52,25.97,39.65,0.209,48.403,56.964,6.547,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV54,23.5,47,50.917,5.07,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,217,6.332,31.269,51.17,4.888,31.269,51.005,0.189,63.039,74.482,9.494,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV55,14.5,29,31.417,3.38,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,230,6.378,23.449,35.388,2.925,23.449,35.304,0.163,42.48,50.027,10.25,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV56,20.5,41,44.417,4.31,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,201,6.736,31.701,46.873,3.679,31.701,46.757,0.176,55.828,64.941,9.251,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV57,18.5,37,40.083,4.42,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,184,6.147,27.609,41.637,3.842,27.609,41.436,0.275,51.248,60.713,8.182,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV58,16.0,32,34.667,4.11,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,138,5.601,24.109,36.52,3.386,24.109,36.336,0.291,45.027,54.004,6.071,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV59,20.5,41,44.417,4.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,109,5.413,28.052,44.545,4.711,28.052,44.402,0.174,55.94,66.967,5.158,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV60,17.5,35,37.917,4.42,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,234,5.944,26.156,39.587,3.823,26.156,39.421,0.241,49.015,60.094,9.524,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV61,16.0,32,34.667,3.95,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,100,5.47,23.812,36.085,3.32,23.812,35.922,0.273,44.375,53.881,4.737,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV62,15.5,31,33.583,3.99,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,190,5.826,23.718,35.496,3.143,23.718,35.346,0.275,43.41,52.872,7.877,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV63,25.0,50,54.167,5.17,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,197,6.284,35.036,55.169,4.781,35.036,55.035,0.164,66.77,78.626,8.706,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV64,16.0,32,34.667,4.11,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,100,5.23,23.737,36.241,3.342,23.737,36.065,0.296,44.699,54.703,4.35,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV65,18.0,36,39.0,4.09,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,154,6.0,29.025,41.354,3.255,29.025,41.219,0.233,49.449,58.602,6.581,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV66,23.5,47,50.917,5.3,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,264,6.371,34.35,53.029,4.892,34.35,52.88,0.174,64.868,76.717,11.0,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV67,15.5,31,33.583,3.31,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,106,5.877,23.629,34.377,2.968,23.629,34.246,0.232,41.681,49.142,4.973,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV68,18.5,37,40.083,4.19,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,156,5.91,27.724,42.211,3.848,27.724,42.032,0.243,51.706,61.153,6.779,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV69,20.5,41,44.417,4.49,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,190,6.253,31.374,46.153,3.972,31.374,45.947,0.276,56.072,65.745,8.495,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV70,22.0,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,179,6.128,31.63,49.975,4.5,31.63,49.858,0.153,60.837,71.118,7.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV71,27.0,54,58.5,5.55,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,161,5.46,38.095,59.359,5.268,38.095,59.245,0.133,72.049,84.491,6.364,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV72,20.5,41,44.417,4.71,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,193,6.254,32.014,48.011,3.843,32.014,47.887,0.179,57.39,67.066,8.332,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV73,19.5,39,42.25,4.7,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,269,6.68,29.54,44.597,3.877,29.54,44.426,0.246,54.23,65.068,11.298,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV74,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,245,6.555,31.056,46.597,3.909,31.056,46.482,0.17,56.085,67.886,10.176,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV75,18.5,37,40.083,4.18,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,120,6.033,26.25,40.763,3.817,26.25,40.616,0.216,50.129,59.069,5.475,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV76,19.0,38,41.167,4.33,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,227,5.916,26.338,42.638,4.028,26.338,42.512,0.173,52.408,61.584,8.736,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV77,17.0,34,36.833,4.32,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,208,5.986,27.823,40.357,3.436,27.823,40.232,0.211,48.785,58.043,8.131,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV78,25.0,50,54.167,5.26,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,194,6.443,36.58,55.229,4.869,36.58,55.047,0.206,67.153,80.107,8.458,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV79,15.0,30,32.5,3.48,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,122,5.369,21.962,33.545,3.339,21.962,33.402,0.23,41.649,49.247,5.017,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV80,20.5,41,44.417,4.67,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,98,5.969,30.49,46.353,4.318,30.49,46.213,0.175,56.782,70.684,4.631,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV81,13.5,27,29.25,3.4,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,162,5.537,22.159,31.571,2.475,22.159,31.424,0.341,37.969,44.944,6.331,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV82,22.5,45,48.75,4.87,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,154,5.818,33.511,50.103,4.389,33.511,49.869,0.276,61.039,75.584,6.618,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV83,22.5,45,48.75,5.08,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,170,5.841,32.362,49.357,4.7,32.362,49.131,0.254,60.997,75.674,6.914,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV84,22.5,45,48.75,4.64,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,184,5.815,33.753,50.037,4.213,33.753,49.912,0.171,60.303,71.597,7.385,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV85,20.5,41,44.417,4.75,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,92,5.522,31.388,46.761,4.118,31.388,46.626,0.186,56.8,66.765,4.34,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV86,22.5,45,48.75,4.85,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,162,5.907,31.828,49.805,4.498,31.828,49.669,0.174,60.705,72.084,6.729,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV87,24.0,48,52.0,4.96,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,211,6.251,34.533,52.523,4.833,34.533,52.407,0.149,64.161,76.219,8.544,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV88,18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,177,5.548,29.203,43.273,3.745,29.203,43.082,0.276,52.648,62.518,6.775,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV89,22.0,44,47.667,4.72,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,224,6.272,33.721,49.846,4.424,33.721,49.68,0.206,60.643,72.032,9.102,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV90,20.0,40,43.333,4.4,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,209,6.914,32.201,46.263,3.719,32.201,46.135,0.191,55.335,63.894,9.076,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV91,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,144,6.049,30.88,44.24,3.769,30.88,44.089,0.219,53.456,61.937,6.28,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV92,20.5,41,44.417,4.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,216,6.444,27.5,44.676,4.654,27.5,44.524,0.185,55.993,66.513,9.182,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV93,18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,259,6.046,30.368,43.594,3.711,30.368,43.429,0.25,52.793,62.689,10.335,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV94,13.5,27,29.25,3.11,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,81,5.21,20.138,29.727,2.765,20.138,29.554,0.318,36.687,43.757,3.803,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV95,16.0,32,34.667,3.72,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,228,6.276,25.445,37.58,3.103,25.445,37.485,0.171,45.133,53.141,9.388,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV96,21.0,42,45.5,4.76,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,155,6.284,29.965,46.334,4.428,29.965,46.199,0.177,57.072,68.498,6.845,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV97,24.0,48,52.0,5.01,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,270,6.148,35.248,52.447,4.7,35.248,52.246,0.236,64.002,76.192,10.545,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV98,22.0,44,47.667,4.81,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,178,5.961,32.291,48.74,4.38,32.291,48.563,0.214,59.472,69.736,7.367,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV99,20.5,41,44.417,4.75,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,118,5.958,30.806,46.132,4.185,30.806,45.976,0.203,56.402,68.377,5.357,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV100,20.0,40,43.333,4.43,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,226,6.279,32.309,46.09,3.74,32.309,45.944,0.218,55.269,65.488,9.354,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV101,22.0,44,47.667,4.95,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,481,7.119,34.899,51.234,4.275,34.899,51.097,0.185,61.665,72.777,19.766,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.1 LA (low SP)_EV102,26.0,52,56.333,5.4,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,449,7.287,39.983,58.644,4.769,39.983,58.504,0.166,70.219,83.509,19.297,2.0,2.0,beta,1000000,Beta,1,0,0
