Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 2.1 AD (low SP)_EV13,20.5,41,44.417,4.59,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,105,5.99,28.505,45.706,4.222,28.505,45.592,0.15,55.876,65.214,4.684,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV14,24.0,48,52.0,5.06,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,177,6.203,36.213,54.639,4.351,36.213,54.526,0.152,65.18,76.42,6.928,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV15,25.5,51,55.25,5.32,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,449,7.067,36.255,55.617,5.061,36.255,55.434,0.203,67.985,83.154,17.304,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV16,14.0,28,30.333,3.54,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,76,5.605,21.863,32.176,2.974,21.863,32.052,0.232,39.475,47.572,3.524,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV17,19.5,39,42.25,4.38,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,66,5.803,26.387,42.558,4.189,26.387,42.402,0.204,52.781,61.799,3.307,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV18,21.0,42,45.5,4.51,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,101,6.267,30.725,46.686,4.142,30.725,46.535,0.203,56.851,69.969,4.464,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV19,18.0,36,39.0,4.03,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,234,6.158,26.906,40.591,3.694,26.906,40.478,0.171,49.528,58.91,8.484,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV20,21.0,42,45.5,4.87,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,253,6.996,31.797,47.876,4.278,31.797,47.76,0.159,58.234,68.476,10.276,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV21,24.0,48,52.0,5.06,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,316,6.582,34.597,52.481,4.861,34.597,52.338,0.166,64.244,75.63,11.699,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV22,17.0,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,48,5.292,23.05,36.976,3.982,23.05,36.806,0.229,46.713,55.499,2.659,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV23,25.5,51,55.25,5.32,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,232,6.487,37.078,55.85,5.031,37.078,55.694,0.17,68.071,80.638,9.086,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV24,23.0,46,49.833,4.85,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,226,6.513,34.305,51.151,4.386,34.305,50.981,0.207,61.889,74.724,8.566,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV25,16.5,33,35.75,3.91,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,84,5.595,26.544,38.501,3.067,26.544,38.376,0.226,46.117,53.266,3.807,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV26,16.5,33,35.75,4.19,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,88,5.807,27.296,39.55,3.219,27.296,39.416,0.233,47.556,58.258,3.997,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV27,22.5,45,48.75,4.97,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,205,6.234,31.868,50.214,4.666,31.868,50.109,0.128,61.379,73.239,7.971,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV28,21.5,43,46.583,4.92,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,124,5.944,31.496,48.518,4.336,31.496,48.389,0.169,59.021,71.63,5.044,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV29,21.5,43,46.583,4.82,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,182,5.912,31.827,47.394,4.247,31.827,47.178,0.287,58.088,68.981,6.888,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV30,22.5,45,48.75,4.82,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,118,6.381,32.084,49.908,4.339,32.084,49.756,0.197,60.552,71.927,5.228,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV31,19.5,39,42.25,4.32,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,164,6.116,27.323,42.466,4.168,27.323,42.319,0.195,52.597,62.931,6.506,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV32,18.0,36,39.0,4.24,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,150,5.727,24.83,39.967,3.845,24.83,39.802,0.236,49.422,59.643,5.604,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV33,21.5,43,46.583,4.58,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,110,5.909,29.546,46.948,4.478,29.546,46.853,0.129,57.67,67.793,4.806,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV34,20.0,40,43.333,4.37,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,431,6.882,29.383,45.251,4.046,29.383,45.143,0.15,54.966,64.299,16.24,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV35,20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,207,6.411,27.874,45.13,4.113,27.874,44.973,0.209,55.218,66.42,8.164,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV36,21.0,42,45.5,4.65,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,123,6.439,31.743,46.66,4.304,31.743,46.443,0.265,57.318,68.572,5.269,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV37,15.0,30,32.5,3.26,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,159,6.0,22.024,33.392,2.968,22.024,33.278,0.213,40.655,47.628,6.232,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV38,23.5,47,50.917,5.01,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,203,6.882,34.237,51.881,4.795,34.237,51.744,0.162,63.476,75.776,8.533,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV39,19.0,38,41.167,4.34,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,50,5.3,26.83,42.114,3.971,26.83,42.004,0.166,51.757,61.538,2.746,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV40,25.0,50,54.167,5.16,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,128,5.805,36.287,54.398,4.934,36.287,54.213,0.209,66.476,78.871,5.192,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV41,20.5,41,44.417,4.39,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,70,5.8,30.565,46.223,3.948,30.565,46.081,0.197,55.858,67.055,3.417,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV42,24.0,48,52.0,5.07,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,350,7.086,37.123,55.086,4.489,37.123,54.934,0.192,66.071,78.71,13.519,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV43,18.0,36,39.0,4.36,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,42,5.143,23.629,39.046,4.308,23.629,38.918,0.174,49.461,59.755,2.492,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV44,18.0,36,39.0,4.54,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,110,6.009,24.841,39.512,4.092,24.841,39.253,0.327,49.918,59.772,4.861,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV45,20.5,41,44.417,4.66,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,143,5.846,31.112,45.648,4.155,31.112,45.48,0.229,55.879,67.589,5.697,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV46,21.0,42,45.5,4.6,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,97,6.351,33.234,49.131,3.817,33.234,49.036,0.141,58.333,66.981,4.578,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV47,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,231,6.511,33.204,48.127,3.748,33.204,48.004,0.177,57.254,67.578,9.345,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV48,15.5,31,33.583,3.67,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,89,5.528,24.922,35.47,2.916,24.922,35.32,0.286,42.833,50.034,3.923,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV49,26.5,53,57.417,5.45,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,120,6.542,38.985,57.978,5.078,38.985,57.735,0.257,70.573,83.495,5.56,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV50,20.0,40,43.333,4.24,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,30,5.667,30.325,44.613,3.643,30.325,44.464,0.233,53.671,63.943,2.208,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV51,18.0,36,39.0,3.94,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,246,6.15,30.1,42.771,3.028,30.1,42.688,0.168,50.165,58.942,9.145,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV52,18.5,37,40.083,4.24,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,48,6.292,29.944,41.926,3.316,29.944,41.74,0.317,50.422,59.841,2.901,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV53,16.5,33,35.75,4.09,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,151,5.801,24.039,36.459,3.613,24.039,36.225,0.333,45.587,54.732,5.876,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV54,16.0,32,34.667,3.89,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,89,5.787,24.961,37.062,3.163,24.961,36.919,0.237,44.87,53.791,4.083,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV55,17.5,35,37.917,4.16,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,176,5.767,24.842,40.026,3.692,24.842,39.919,0.162,48.947,57.2,6.596,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV56,20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,211,6.844,31.96,47.545,3.852,31.96,47.458,0.129,56.764,65.645,8.727,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV57,21.0,42,45.5,4.46,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,210,6.719,31.398,46.567,3.983,31.398,46.408,0.227,56.392,66.391,8.588,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV58,17.5,35,37.917,4.24,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,139,5.82,26.646,39.895,3.494,26.646,39.742,0.244,48.592,58.513,5.509,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV59,23.5,47,50.917,5.15,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,119,6.0,34.299,52.472,4.749,34.299,52.311,0.191,64.005,74.761,5.052,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV60,18.0,36,39.0,4.11,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,36,5.917,25.167,39.229,3.879,25.167,39.037,0.259,48.826,59.092,2.408,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV61,23.5,47,50.917,5.11,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,181,6.293,33.31,51.845,4.78,33.31,51.718,0.15,63.36,75.045,7.528,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV62,18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,71,5.662,25.187,40.265,4.052,25.187,40.148,0.164,50.035,58.962,3.511,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV63,22.0,44,47.667,4.65,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,256,6.16,30.966,48.186,4.513,30.966,48.068,0.148,59.005,69.359,9.332,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV64,17.5,35,37.917,3.8,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,148,5.797,24.337,37.99,3.713,24.337,37.859,0.198,47.015,56.951,5.697,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV65,19.0,38,41.167,4.4,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,136,5.985,27.622,42.717,4.114,27.622,42.554,0.215,52.799,61.744,5.644,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV66,22.5,45,48.75,5.06,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,245,5.918,33.104,49.61,4.53,33.104,49.402,0.253,60.915,73.761,8.996,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV67,21.0,42,45.5,4.81,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,117,6.12,34.018,49.183,3.923,34.018,49.058,0.18,58.75,69.21,5.112,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV68,15.0,30,32.5,4.2,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,117,5.786,22.188,34.107,3.305,22.188,33.864,0.397,42.719,51.648,4.692,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV69,21.5,43,46.583,4.76,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,397,6.748,32.536,49.417,4.191,32.536,49.284,0.171,59.593,70.048,14.524,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV70,21.5,43,46.583,4.88,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,176,6.295,33.863,49.504,4.255,33.863,49.385,0.16,59.787,71.707,6.771,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV71,18.0,36,39.0,3.91,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,110,5.527,29.49,42.958,3.486,29.49,42.804,0.25,51.677,61.745,4.492,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV72,17.0,34,36.833,4.23,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,140,5.9,27.358,40.267,3.353,27.358,40.139,0.213,48.517,56.993,5.611,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV73,17.0,34,36.833,4.33,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,52,5.846,24.044,37.814,3.861,24.044,37.623,0.269,47.447,56.699,2.928,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV74,17.0,34,36.833,4.15,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,156,5.942,24.545,38.025,3.682,24.545,37.849,0.26,47.173,57.481,6.234,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV75,18.5,37,40.083,4.35,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,445,6.91,28.728,43.347,3.722,28.728,43.223,0.186,52.4,62.463,17.11,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV76,14.0,28,30.333,3.18,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,37,5.135,21.764,31.999,2.7,21.764,31.914,0.179,38.569,44.482,2.337,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV77,26.0,52,56.333,5.36,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,205,6.551,36.815,56.778,5.158,36.815,56.638,0.155,69.259,82.972,8.269,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV78,21.0,42,45.5,4.5,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,356,6.57,31.207,46.585,4.166,31.207,46.468,0.163,56.679,66.947,13.862,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV79,22.5,45,48.75,4.76,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,425,6.807,34.232,49.709,4.278,34.232,49.55,0.22,60.279,70.799,16.023,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV80,24.5,49,53.083,5.11,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,198,6.616,37.648,55.026,4.452,37.648,54.845,0.225,66.024,78.055,8.124,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV81,22.5,45,48.75,5.11,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,239,6.406,33.683,49.484,4.612,33.683,49.246,0.275,60.997,72.935,9.561,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV82,21.5,43,46.583,4.88,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,117,6.0,30.223,47.908,4.527,30.223,47.787,0.152,58.819,73.005,5.12,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV83,21.0,42,45.5,4.42,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,137,6.153,31.259,46.323,3.951,31.259,46.149,0.243,56.152,66.298,5.824,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV84,21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,100,6.29,29.709,46.656,4.599,29.709,46.51,0.183,57.794,71.432,4.486,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV85,20.5,41,44.417,4.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,107,5.85,29.021,45.55,4.209,29.021,45.352,0.264,56.092,67.032,4.737,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV86,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,146,6.137,30.145,45.999,4.197,30.145,45.869,0.173,56.189,65.984,5.805,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV87,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,228,6.513,32.576,47.347,3.77,32.576,47.239,0.167,56.542,67.326,8.908,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV88,19.0,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,113,6.204,29.257,43.305,3.746,29.257,43.191,0.174,52.38,60.52,4.792,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV89,18.0,36,39.0,4.32,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,102,5.863,26.943,41.199,3.642,26.943,41.075,0.19,50.086,58.922,4.547,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV90,19.0,38,41.167,4.36,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,41,5.951,27.518,41.814,3.965,27.518,41.653,0.232,51.616,60.565,2.589,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV91,17.5,35,37.917,4.21,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,130,6.108,26.64,40.035,3.615,26.64,39.916,0.188,48.815,58.367,5.299,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV92,17.5,35,37.917,3.67,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,102,6.049,27.027,39.529,3.3,27.027,39.416,0.192,47.605,55.959,4.575,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV93,18.0,36,39.0,3.92,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,168,5.94,26.883,41.239,3.555,26.883,41.154,0.139,49.793,57.979,6.564,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV94,20.5,41,44.417,4.35,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,209,6.541,32.102,47.228,3.652,32.102,47.106,0.191,56.189,67.215,8.467,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV95,20.5,41,44.417,4.26,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,136,6.206,29.847,46.159,3.945,29.847,46.051,0.157,55.699,68.18,5.514,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV96,17.0,34,36.833,3.74,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,88,5.568,23.486,37.026,3.61,23.486,36.91,0.179,45.762,55.397,3.783,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV97,21.5,43,46.583,4.64,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,145,5.821,30.205,47.38,4.519,30.205,47.271,0.144,58.21,68.997,5.792,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV98,22.0,44,47.667,4.61,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,139,6.288,31.91,49.538,4.157,31.91,49.445,0.132,59.523,70.447,6.022,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV99,20.5,41,44.417,4.67,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,314,6.245,32.299,47.288,4.125,32.299,47.141,0.2,57.396,67.956,11.301,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV100,23.5,47,50.917,4.96,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,142,6.246,32.193,50.935,4.931,32.193,50.816,0.135,62.744,75.231,6.206,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV101,15.0,30,32.5,3.64,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,48,5.083,23.362,34.702,2.953,23.362,34.597,0.207,41.993,49.806,2.527,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.1 AD (low SP)_EV102,14.0,28,30.333,3.69,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,47,4.915,21.747,32.154,2.834,21.747,32.015,0.291,39.355,46.63,2.561,2.0,2.0,beta,1000000,Beta,1,0,0
