Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 1 SP_EV25,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,26,3.538,13.915,23.44,2.734,13.915,23.247,0.361,30.445,37.028,1.743,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV26,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,67,4.552,17.209,27.916,3.016,17.209,27.666,0.438,35.842,43.939,2.903,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV27,8.5,17,18.417,3.01,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,33,4.03,13.245,20.577,2.03,13.245,20.431,0.404,25.895,31.082,1.953,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV28,13.0,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,35,4.0,16.421,28.264,3.638,16.421,28.095,0.261,37.206,45.058,2.028,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV29,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,34,4.088,14.148,23.367,2.598,14.148,23.184,0.373,30.061,36.945,2.053,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV30,10.0,20,21.667,3.06,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,27,3.63,12.911,22.045,2.783,12.911,21.866,0.316,29.004,35.567,1.818,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV31,11.5,23,24.917,3.34,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,45,4.156,15.676,25.54,3.051,15.676,25.341,0.323,33.134,39.811,2.264,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV32,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,41,3.976,16.406,28.187,3.739,16.406,28.047,0.221,37.25,45.052,2.118,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV33,11.0,22,23.833,3.57,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,42,4.0,14.998,24.898,2.934,14.998,24.694,0.372,32.453,39.426,2.186,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV34,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,46,4.37,18.107,26.505,2.244,18.107,26.397,0.282,32.18,40.138,2.381,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV35,7.0,14,15.167,2.15,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28.0,24,3.333,10.233,16.315,1.793,10.233,16.195,0.33,20.841,24.789,1.666,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV36,10.5,21,22.75,3.21,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,42,4.119,14.958,24.392,2.547,14.958,24.242,0.305,30.799,37.196,2.109,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV37,11.0,22,23.833,3.2,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,51,4.176,15.98,25.393,2.484,15.98,25.241,0.338,31.758,38.281,2.394,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV38,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,74,4.257,16.736,25.394,2.311,16.736,25.276,0.286,31.226,36.875,3.39,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV39,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,26,3.692,13.66,21.873,2.533,13.66,21.66,0.474,28.685,34.696,3.717,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV40,12.0,24,26.0,3.54,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,46,4.348,17.007,27.492,2.799,17.007,27.305,0.354,34.658,42.398,4.112,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV41,12.0,24,26.0,3.46,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,40,4.05,15.342,26.199,3.231,15.342,25.982,0.339,34.296,41.614,3.24,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV42,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,29,3.724,13.689,22.729,2.805,13.689,22.477,0.472,30.178,36.236,3.12,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV43,9.0,18,19.5,3.2,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,31,3.774,13.346,21.823,2.512,13.346,21.702,0.251,28.007,33.245,2.785,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV44,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,70,4.457,16.874,26.432,3.153,16.874,26.153,0.415,34.498,44.618,3.273,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV45,12.5,25,27.083,3.63,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,38,4.105,16.117,27.979,3.091,16.117,27.807,0.314,35.838,44.542,2.452,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV46,15.0,30,32.5,4.33,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,58,4.483,22.03,34.366,3.5,22.03,34.144,0.338,43.285,52.855,2.748,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV47,13.5,27,29.25,3.91,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,70,4.5,20.146,31.522,3.259,20.146,31.366,0.265,39.617,48.234,3.134,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV48,10.5,21,22.75,3.11,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,49,4.143,16.241,24.923,2.275,16.241,24.797,0.305,30.697,36.671,2.41,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV49,10.0,20,21.667,3.22,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,42,3.833,14.282,22.947,2.492,14.282,22.779,0.377,29.445,35.979,2.12,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV50,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,41,3.854,14.056,22.697,2.838,14.056,22.409,0.504,30.221,37.595,2.125,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV51,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,39,4.026,14.519,22.725,2.475,14.519,22.509,0.418,29.1,34.353,2.125,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV52,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,42,4.024,13.689,22.143,2.521,13.689,21.953,0.413,28.745,34.748,2.171,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV53,12.5,25,27.083,3.61,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,37,4.108,16.993,28.082,3.14,16.993,27.928,0.265,35.889,43.455,2.137,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV54,9.5,19,20.583,2.97,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,39,3.974,13.286,21.903,2.576,13.286,21.779,0.247,28.195,33.416,2.107,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV55,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,24,3.417,12.252,21.58,2.899,12.252,21.357,0.369,28.894,35.084,1.683,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV56,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,43,4.093,16.964,25.444,2.261,16.964,25.35,0.231,31.066,37.066,2.205,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV57,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,27,3.667,13.554,22.123,2.483,13.554,21.933,0.429,28.699,34.631,1.802,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV58,12.0,24,26.0,3.46,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,36,4.361,16.419,26.781,2.953,16.419,26.609,0.33,34.329,41.861,2.152,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV59,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,35,4.0,14.974,23.931,2.561,14.974,23.792,0.296,30.378,36.214,2.059,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV60,13.5,27,29.25,3.91,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,27,4.111,18.607,31.028,3.433,18.607,30.839,0.282,39.584,46.959,1.857,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV61,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,39,3.872,16.392,28.263,3.663,16.392,28.079,0.263,37.234,45.731,1.986,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV62,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,45,4.156,17.979,28.757,3.083,17.979,28.626,0.232,36.33,43.743,2.279,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV63,12.5,25,27.083,3.75,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,36,3.944,16.09,27.451,3.477,16.09,27.258,0.291,36.078,43.094,2.016,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV64,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,44,4.114,15.39,23.82,2.386,15.39,23.726,0.214,29.653,35.993,2.247,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV65,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,24,3.375,11.908,20.823,3.089,11.908,20.531,0.424,28.679,34.466,1.701,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV66,9.5,19,20.583,2.77,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,28,3.893,15.079,23.25,2.146,15.079,23.145,0.272,28.652,35.108,1.866,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV67,9.5,19,20.583,3.09,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,26,3.462,11.782,21.208,2.834,11.782,21.095,0.217,28.069,33.892,1.72,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV68,8.5,17,18.417,3.01,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,30,3.6,11.248,19.325,2.45,11.248,19.155,0.38,25.663,31.185,1.86,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV69,7.5,15,16.25,2.51,21.45,17.083,1.875,21.51,17.064,4.012,22.466,30.0,27,3.37,10.081,17.079,2.038,10.081,16.963,0.309,22.235,26.866,1.744,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV70,7.5,15,16.25,2.66,21.45,17.083,1.875,21.51,17.064,4.012,22.466,30.0,30,3.767,10.871,18.679,2.09,10.871,18.606,0.184,23.755,27.966,1.9,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV71,10.0,20,21.667,3.1,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,48,4.188,15.428,24.181,2.307,15.428,24.057,0.278,29.936,35.112,2.405,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV72,12.0,24,26.0,3.59,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,35,4.143,15.849,26.394,3.302,15.849,26.195,0.32,34.622,42.028,2.098,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV73,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,46,4.065,13.166,21.562,2.689,13.166,21.288,0.509,28.714,34.722,2.297,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV74,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,53,4.434,14.138,24.395,2.896,14.138,24.21,0.338,31.745,39.081,2.506,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV75,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,66,4.348,16.289,26.836,3.079,16.289,26.642,0.334,34.646,43.553,2.846,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV76,12.0,24,26.0,3.59,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,61,4.41,17.853,28.26,2.702,17.853,28.13,0.268,35.015,42.138,2.664,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV77,8.5,17,18.417,2.7,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,43,4.163,12.514,19.904,2.117,12.514,19.788,0.288,25.176,30.612,2.217,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV78,11.5,23,24.917,3.4,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,42,4.19,15.938,25.533,2.999,15.938,25.298,0.377,33.137,41.059,2.187,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV79,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,52,4.173,16.085,26.42,3.196,16.085,26.229,0.318,34.448,41.587,2.473,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV80,10.5,21,22.75,3.21,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,41,4.268,15.986,25.242,2.324,15.986,25.135,0.248,31.039,37.983,2.201,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV81,11.0,22,23.833,3.22,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,54,4.056,16.893,25.422,2.428,16.893,25.262,0.366,31.713,38.922,2.416,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV82,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,23,3.522,12.368,22.359,3.062,12.368,22.166,0.35,30.142,37.144,1.639,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV83,10.0,20,21.667,3.37,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,30,3.8,13.667,22.722,2.693,13.667,22.526,0.4,29.778,35.989,1.858,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV84,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,46,4.522,17.183,26.268,2.565,17.183,26.164,0.225,32.597,39.329,2.422,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV85,10.5,21,22.75,3.17,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,25,3.48,14.126,24.202,2.819,14.126,24.102,0.196,31.06,36.58,1.766,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV86,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,32,4.156,15.913,27.469,3.324,15.913,27.262,0.321,35.829,45.103,2.017,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV87,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,40,4.15,18.717,30.078,2.933,18.717,29.922,0.3,37.517,45.741,2.189,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV88,11.5,23,24.917,3.4,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,34,4.0,16.02,25.596,2.901,16.02,25.379,0.388,33.09,40.032,1.969,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV89,11.5,23,24.917,3.34,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,28,3.75,16.582,25.935,2.777,16.582,25.779,0.319,32.984,39.321,1.838,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV90,11.0,22,23.833,3.34,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,28,3.714,14.126,24.051,3.135,14.126,23.857,0.318,31.848,38.69,1.776,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV91,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,25,3.28,13.549,26.066,3.459,13.549,25.942,0.196,34.428,41.374,1.691,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV92,9.0,18,19.5,3.02,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,28,3.571,14.516,22.591,2.21,14.516,22.499,0.224,28.042,33.037,1.812,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV93,8.5,17,18.417,2.93,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,26,3.5,12.359,20.766,2.24,12.359,20.665,0.241,26.327,31.252,1.75,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV94,8.5,17,18.417,2.86,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,26,3.538,13.032,20.988,2.12,13.032,20.875,0.289,26.317,31.587,1.77,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV95,7.0,14,15.167,2.57,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28.0,26,3.308,10.122,16.83,1.962,10.122,16.661,0.406,21.834,25.832,1.748,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV96,9.0,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,29,3.759,14.078,22.128,2.326,14.078,21.979,0.328,28.006,33.583,1.808,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV97,9.0,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,26,3.5,12.174,21.444,2.569,12.174,21.324,0.244,27.755,32.554,1.717,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV98,13.0,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,32,3.875,16.713,28.444,3.526,16.713,28.246,0.296,37.216,45.318,1.93,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV99,9.5,19,20.583,3.21,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,32,3.969,12.453,21.373,2.619,12.453,21.122,0.48,28.299,34.017,1.926,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV100,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,31,3.677,12.362,22.576,3.244,12.362,22.437,0.226,30.421,36.859,1.823,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV101,14.0,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,77,5.494,21.314,32.723,3.033,21.314,32.581,0.253,40.263,48.387,3.576,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV102,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,76,5.25,27.65,42.732,4.09,27.65,42.596,0.181,52.617,62.003,3.44,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV103,17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,32,5.344,24.981,38.798,3.817,24.981,38.623,0.253,48.285,56.993,2.274,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV104,13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,23,4.043,18.734,29.269,2.98,18.734,29.181,0.176,36.468,43.689,1.781,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV105,22.0,44,47.667,5.0,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,63,6.0,30.741,48.747,4.602,30.741,48.61,0.17,59.901,73.064,3.357,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV106,16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,64,5.109,25.237,36.897,3.37,25.237,36.729,0.273,45.32,53.017,3.03,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV107,18.5,37,40.083,4.13,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,86,5.756,26.903,40.755,3.689,26.903,40.575,0.264,49.991,59.779,3.968,2.0,2.0,beta,1000000,Beta,1,0,0
Set 1 SP_EV108,15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,39,4.538,20.41,33.628,3.759,20.41,33.51,0.174,42.699,51.607,2.22,2.0,2.0,beta,1000000,Beta,1,0,0
