Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 2.2 AD (mid SP)_EV21,46.0,92,99.667,6.6,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,159,10.987,72.54,99.669,6.611,72.54,99.563,0.092,115.381,134.95,9.983,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV22,33.0,66,71.5,4.85,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,110,10.027,49.722,71.964,4.813,49.722,71.889,0.09,83.41,93.859,6.952,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV23,42.0,84,91.0,6.24,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,884,14.032,68.634,93.186,5.869,68.634,93.097,0.091,107.155,121.462,61.261,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV24,47.0,94,101.833,6.69,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,538,11.948,74.224,101.953,6.637,74.224,101.85,0.093,117.752,136.186,32.664,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV25,58.0,116,125.667,7.87,165.84,132.111,14.5,166.33,131.962,31.024,173.739,232.0,1530,14.621,94.711,127.437,7.596,94.711,127.329,0.084,145.483,167.327,108.43,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV26,40.0,80,86.667,5.94,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,339,11.664,63.478,87.435,5.77,63.478,87.325,0.106,101.198,115.232,20.834,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV27,47.5,95,102.917,6.5,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,188,10.654,75.898,102.914,6.496,75.898,102.812,0.086,118.338,137.51,11.151,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV28,43.5,87,94.25,6.18,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,1008,15.02,73.449,96.949,5.807,73.449,96.861,0.093,110.78,124.816,72.978,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV29,58.5,117,126.75,7.9,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234.0,134,10.03,92.375,126.751,7.914,92.375,126.656,0.076,145.52,166.355,8.045,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV30,39.0,78,84.5,5.88,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,140,9.879,58.999,84.678,5.799,58.999,84.566,0.111,98.558,113.158,8.32,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV31,50.0,100,108.333,6.92,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,819,13.828,80.469,108.545,6.827,80.469,108.431,0.1,124.868,142.529,56.224,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV32,47.0,94,101.833,6.64,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,740,14.195,76.728,102.698,6.403,76.728,102.582,0.106,118.018,135.778,51.986,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV33,39.5,79,85.583,5.77,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,30,9.833,60.187,85.582,5.77,60.187,85.495,0.092,99.3,116.398,2.792,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV34,39.5,79,85.583,5.99,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,522,14.161,64.097,87.948,5.706,64.097,87.858,0.092,101.53,116.139,36.643,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV35,37.5,75,81.25,5.91,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,112,11.607,59.755,82.976,5.726,59.755,82.887,0.089,96.574,109.991,7.718,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV36,40.0,80,86.667,6.13,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,138,10.21,61.333,86.679,6.133,61.333,86.569,0.101,101.31,118.526,8.431,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV37,40.5,81,87.75,5.96,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,179,10.899,64.122,87.907,5.857,64.122,87.799,0.112,101.939,116.805,10.956,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV38,51.5,103,111.583,7.16,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,2398,13.339,82.955,112.324,7.051,82.955,112.217,0.086,129.058,146.195,157.629,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV39,45.0,90,97.5,6.4,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,1870,13.279,71.04,97.621,6.382,71.04,97.52,0.093,112.806,129.991,122.578,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV40,42.5,85,92.083,6.28,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,350,11.631,65.312,92.675,6.13,65.312,92.564,0.109,107.338,123.503,21.012,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV41,42.5,85,92.083,6.58,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,506,13.638,68.702,95.089,6.019,68.702,94.987,0.1,109.446,125.264,34.839,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV42,47.5,95,102.917,6.6,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,162,11.037,75.797,103.218,6.468,75.797,103.105,0.101,118.659,136.624,10.117,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV43,40.0,80,86.667,6.08,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,138,10.094,62.184,87.73,5.867,62.184,87.642,0.095,101.686,115.352,8.356,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV44,48.5,97,105.083,7.03,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,1848,14.091,78.629,106.763,6.737,78.629,106.649,0.097,122.851,144.214,127.108,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV45,38.0,76,82.333,5.65,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,103,10.233,60.229,82.668,5.516,60.229,82.569,0.11,95.861,109.167,6.689,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV46,36.5,73,79.083,5.43,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,783,12.146,58.582,80.892,5.233,58.582,80.785,0.119,93.434,107.306,46.831,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV47,50.5,101,109.417,7.21,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,480,13.733,80.039,109.774,7.078,80.039,109.658,0.1,126.637,145.326,33.308,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV48,38.0,76,82.333,5.88,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,376,13.457,60.054,83.288,5.566,60.054,83.152,0.133,96.708,110.064,25.918,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV49,39.0,78,84.5,5.85,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,111,10.018,60.694,84.84,5.723,60.694,84.724,0.117,98.534,111.601,6.987,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV50,48.5,97,105.083,6.71,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,480,13.504,79.044,105.885,6.44,79.044,105.753,0.121,121.383,138.13,32.82,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV51,41.5,83,89.917,6.13,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,169,10.953,65.611,90.273,6.023,65.611,90.174,0.098,104.607,118.602,10.492,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV52,39.0,78,84.5,5.71,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,399,11.702,61.106,85.523,5.577,61.106,85.428,0.097,98.799,114.464,24.118,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV53,42.5,85,92.083,6.24,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,542,13.688,68.464,93.913,5.982,68.464,93.802,0.105,108.186,123.248,37.363,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV54,33.0,66,71.5,5.21,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,170,10.4,50.221,72.144,5.15,50.221,72.046,0.108,84.463,98.093,10.139,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV55,51.0,102,110.5,6.99,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,128,11.312,82.527,110.972,6.92,82.527,110.869,0.09,127.44,144.914,8.462,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV56,50.0,100,108.333,6.94,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,480,13.367,79.703,108.541,6.877,79.703,108.43,0.092,124.946,139.639,32.469,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV57,34.5,69,74.75,5.41,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,191,11.597,56.072,76.079,5.116,56.072,75.975,0.116,88.296,102.174,12.358,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV58,42.5,85,92.083,6.2,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,116,10.017,66.983,92.498,6.16,66.983,92.406,0.089,107.153,122.524,7.128,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV59,47.0,94,101.833,6.62,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,179,10.855,74.96,102.443,6.481,74.96,102.339,0.092,117.879,134.315,11.141,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV60,39.5,79,85.583,5.65,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,414,11.862,63.602,86.782,5.305,63.602,86.658,0.134,99.581,113.303,25.27,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV61,44.5,89,96.417,6.52,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,756,14.161,71.341,97.517,6.239,71.341,97.397,0.108,112.444,130.405,53.139,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV62,46.5,93,100.75,6.51,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,89,8.708,73.102,100.754,6.512,73.102,100.659,0.083,116.172,133.638,5.359,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV63,31.5,63,68.25,4.67,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,148,10.345,48.325,68.501,4.579,48.325,68.41,0.116,79.454,92.276,9.054,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV64,57.0,114,123.5,7.72,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,548,13.175,91.26,124.67,7.528,91.26,124.56,0.085,142.535,164.74,36.792,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV65,37.5,75,81.25,5.51,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,132,9.939,58.863,81.333,5.476,58.863,81.241,0.097,94.393,110.869,8.028,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV66,40.5,81,87.75,6.33,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,469,12.36,62.254,90.001,6.079,62.254,89.899,0.096,104.476,117.917,29.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV67,36.5,73,79.083,5.67,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,1320,14.568,60.029,81.806,5.263,60.029,81.728,0.091,94.339,106.842,95.43,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV68,45.0,90,97.5,6.27,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,133,10.188,71.465,97.501,6.273,71.465,97.415,0.085,112.391,126.802,8.142,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV69,40.5,81,87.75,6.28,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,182,10.879,62.829,88.911,6.06,62.829,88.812,0.098,103.373,118.727,11.094,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV70,42.5,85,92.083,6.14,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,361,11.493,67.455,93.107,6.095,67.455,93.012,0.093,107.626,123.287,21.735,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV71,39.0,78,84.5,5.82,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,663,14.475,62.985,87.137,5.506,62.985,87.052,0.093,100.234,118.127,47.597,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV72,42.0,84,91.0,6.05,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,473,12.144,67.939,91.573,5.906,67.939,91.471,0.104,105.675,119.66,29.57,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV73,49.5,99,107.25,6.77,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,972,14.611,79.632,108.885,6.61,79.632,108.795,0.083,124.569,141.112,69.475,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV74,45.5,91,98.583,6.67,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,133,10.211,71.916,98.747,6.632,71.916,98.639,0.093,114.53,135.133,8.155,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV75,48.0,96,104.0,6.78,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,1068,14.184,75.125,104.319,6.641,75.125,104.203,0.101,120.203,140.641,74.659,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV76,41.5,83,89.917,6.35,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,576,13.667,66.337,90.958,6.084,66.337,90.843,0.112,105.539,121.432,39.475,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV77,50.5,101,109.417,7.0,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,1936,13.364,80.145,109.459,6.973,80.145,109.354,0.086,125.997,141.623,127.326,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV78,38.5,77,83.417,5.86,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,350,12.289,61.112,84.939,5.552,61.112,84.805,0.139,98.356,111.655,22.351,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV79,44.0,88,95.333,6.53,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,730,12.982,70.995,97.549,6.084,70.995,97.451,0.091,112.046,128.011,47.438,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV80,42.5,85,92.083,6.21,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,158,11.019,67.524,93.029,5.995,67.524,92.925,0.095,107.303,121.159,9.882,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV81,49.5,99,107.25,7.04,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,680,14.585,79.535,108.442,6.73,79.535,108.332,0.101,124.527,141.836,48.756,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV82,41.5,83,89.917,6.37,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,457,12.214,67.412,92.087,5.886,67.412,91.962,0.128,106.257,120.551,28.838,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV83,41.5,83,89.917,5.97,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,179,10.81,66.108,92.398,5.753,66.108,92.31,0.089,106.077,121.332,10.954,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV84,40.0,80,86.667,6.5,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,868,13.544,61.601,87.971,6.205,61.601,87.852,0.109,102.795,117.246,59.019,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV85,48.0,96,104.0,6.81,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,816,14.936,80.835,107.988,6.341,80.835,107.875,0.102,123.154,141.116,59.405,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV86,43.0,86,93.167,6.12,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,1004,13.215,67.547,93.304,6.062,67.547,93.209,0.093,107.735,122.039,66.615,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV87,35.0,70,75.833,5.43,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,148,10.736,53.245,76.131,5.361,53.245,76.031,0.108,88.914,101.088,9.248,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV88,37.5,75,81.25,5.55,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,224,11.415,58.312,82.124,5.333,58.312,82.034,0.101,94.841,109.081,13.985,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV89,43.5,87,94.25,6.26,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,185,10.254,67.217,94.711,6.227,67.217,94.616,0.091,109.516,126.929,10.908,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV90,53.5,107,115.917,7.42,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,464,12.034,84.651,116.821,7.321,84.651,116.721,0.084,134.203,153.686,28.278,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV91,44.5,89,96.417,6.63,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,108,10.074,68.443,96.421,6.622,68.443,96.321,0.09,112.138,128.905,6.806,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV92,50.5,101,109.417,6.96,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,1872,15.868,81.035,112.288,6.665,81.035,112.197,0.086,128.111,148.339,140.433,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV93,46.5,93,100.75,6.61,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,2496,15.654,77.015,102.469,6.245,77.015,102.364,0.1,117.403,132.077,184.376,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV94,40.0,80,86.667,6.28,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,360,11.922,64.696,89.509,5.764,64.696,89.413,0.099,103.257,119.999,22.158,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV95,50.5,101,109.417,7.15,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,1008,14.54,82.3,111.866,6.716,82.3,111.77,0.086,127.901,145.002,71.55,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV96,48.0,96,104.0,7.0,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,972,14.389,74.81,104.942,6.853,74.81,104.838,0.09,121.238,138.588,68.855,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV97,37.0,74,80.167,5.56,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,350,12.074,60.201,82.56,5.366,60.201,82.468,0.095,95.336,111.073,21.85,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV98,36.0,72,78.0,5.39,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,158,10.968,57.051,79.419,4.997,57.051,79.314,0.117,91.407,109.292,9.852,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV99,40.5,81,87.75,5.71,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,171,10.778,63.938,87.748,5.706,63.938,87.653,0.091,101.306,114.793,10.274,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV100,41.5,83,89.917,6.23,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,1242,13.158,65.954,90.657,6.077,65.954,90.544,0.109,105.187,122.723,79.687,2.0,2.0,beta,1000000,Beta,1,0,0
Set 2.2 AD (mid SP)_EV101,33.5,67,72.583,4.71,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,222,9.203,50.569,73.095,4.636,50.569,73.026,0.086,84.116,97.438,11.851,2.0,2.0,beta,1000000,Beta,1,0,0
