Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 3.3 LA (high SP)_EV26,66.5,133,144.083,7.57,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,26,21.615,113.347,144.348,7.53,113.347,144.247,0.073,162.184,181.348,3.739,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV27,63.5,127,137.583,7.34,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,18,18.333,106.563,137.853,7.296,106.563,137.762,0.073,155.151,171.82,2.8,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV28,65.5,131,141.917,7.55,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,48,23.667,114.866,143.651,7.293,114.866,143.549,0.073,160.951,182.522,6.12,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV29,65.0,130,140.833,7.59,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,18,19.333,107.824,140.832,7.59,107.824,140.733,0.073,158.849,177.585,2.834,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV30,77.5,155,167.917,8.35,221.6,176.528,19.375,222.25,176.328,41.454,232.151,310.0,16,20.0,131.15,167.917,8.354,131.15,167.826,0.066,187.682,207.492,2.721,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV31,73.5,147,159.25,8.11,210.16,167.417,18.375,210.78,167.227,39.315,220.169,294.0,20,19.4,126.243,159.746,8.034,126.243,159.651,0.07,178.816,200.438,3.039,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV32,76.5,153,165.75,8.45,218.74,174.25,19.125,219.38,174.053,40.919,229.155,306.0,16,20.438,128.111,165.75,8.45,128.111,165.658,0.063,185.742,207.648,2.755,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV33,60.0,120,130.0,6.94,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,16,17.438,99.559,130.003,6.948,99.559,129.912,0.075,146.492,162.878,2.543,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV34,74.0,148,160.333,8.5,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,64,23.5,123.903,162.353,8.363,123.903,162.253,0.07,182.159,202.618,7.876,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV35,66.5,133,144.083,7.7,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,24,24.333,108.707,144.084,7.687,108.707,143.99,0.074,162.314,181.192,3.888,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV36,69.0,138,149.5,8.18,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276.0,48,24.167,117.801,150.982,7.965,117.801,150.886,0.073,169.877,189.543,6.259,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV37,68.5,137,148.417,7.93,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,30,21.567,111.504,149.007,7.823,111.504,148.901,0.073,167.523,187.404,4.211,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV38,70.5,141,152.75,7.97,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,64,22.75,119.388,152.902,7.962,119.388,152.816,0.068,171.8,190.298,7.835,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV39,67.5,135,146.25,7.74,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,36,21.222,114.064,146.246,7.74,114.064,146.147,0.071,164.571,182.677,4.842,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV40,77.5,155,167.917,8.47,221.6,176.528,19.375,222.25,176.328,41.454,232.151,310.0,24,25.0,130.805,169.194,8.404,130.805,169.1,0.065,189.074,210.532,3.998,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV41,75.0,150,162.5,8.31,214.45,170.833,18.75,215.08,170.64,40.117,224.662,300.0,28,23.286,127.057,163.867,8.135,127.057,163.78,0.067,183.173,204.858,4.251,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV42,71.5,143,154.917,8.13,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,18,18.556,118.502,154.922,8.125,118.502,154.824,0.073,174.172,194.099,2.827,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV43,71.0,142,153.833,8.15,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,30,24.433,114.914,153.828,8.151,114.914,153.737,0.07,173.152,193.669,4.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV44,64.5,129,139.75,7.34,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,32,22.0,106.91,140.664,7.243,106.91,140.569,0.071,157.805,179.188,4.569,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV45,84.5,169,183.083,8.97,241.62,192.472,21.125,242.33,192.255,45.198,253.119,338.0,17,20.294,141.936,183.793,8.946,141.936,183.705,0.061,204.954,230.968,2.888,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV46,78.0,156,169.0,8.62,223.03,177.667,19.5,223.69,177.466,41.722,233.648,312.0,32,21.25,131.057,169.225,8.585,131.057,169.13,0.066,189.551,211.031,4.289,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV47,71.0,142,153.833,8.18,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,8,16.25,115.882,153.835,8.18,115.882,153.738,0.066,173.173,195.55,1.88,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV48,58.5,117,126.75,6.78,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234.0,42,18.286,96.832,126.901,6.734,96.832,126.811,0.077,142.863,159.333,4.822,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV49,79.5,159,172.25,8.78,227.32,181.083,19.875,227.99,180.879,42.524,238.142,318.0,16,17.688,133.873,172.248,8.778,133.873,172.16,0.066,193.014,212.613,2.618,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV50,62.0,124,134.333,7.19,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,28,22.429,102.459,135.182,7.151,102.459,135.092,0.076,152.152,167.661,4.131,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV51,62.0,124,134.333,7.31,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,10,20.0,103.786,135.045,7.279,103.786,134.954,0.073,152.291,168.758,2.149,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV52,74.0,148,160.333,8.07,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,30,23.367,126.242,160.476,8.024,126.242,160.383,0.069,179.491,199.462,4.304,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV53,53.5,107,115.917,6.67,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,14,21.643,87.275,116.16,6.597,87.275,116.059,0.09,131.855,147.263,2.658,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV54,71.5,143,154.917,8.04,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,36,23.167,118.778,154.924,8.044,118.778,154.823,0.072,173.973,194.584,4.957,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV55,55.0,110,119.167,6.79,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,8,16.375,90.648,119.157,6.79,90.648,119.063,0.083,135.302,151.909,1.858,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV56,59.5,119,128.917,7.03,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,40,23.6,100.979,129.901,6.829,100.979,129.816,0.08,146.148,163.167,5.485,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV57,63.5,127,137.583,7.32,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,40,18.4,104.099,137.613,7.295,104.099,137.512,0.079,154.933,174.588,4.742,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV58,54.5,109,118.083,6.68,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,22,20.136,87.629,118.956,6.584,87.629,118.869,0.083,134.566,151.209,3.344,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV59,69.0,138,149.5,7.91,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276.0,16,19.75,115.825,149.496,7.904,115.825,149.391,0.073,168.217,188.473,2.797,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV60,70.5,141,152.75,8.12,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,28,21.929,116.943,152.757,8.119,116.943,152.662,0.069,171.978,189.844,4.103,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV61,64.0,128,138.667,7.41,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,17,20.529,107.309,138.662,7.404,107.309,138.574,0.072,156.205,177.867,3.339,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV62,62.0,124,134.333,7.26,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,35,18.686,103.546,134.601,7.214,103.546,134.509,0.077,151.695,168.986,4.39,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV63,68.0,136,147.333,7.75,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,16,17.875,115.537,147.329,7.738,115.537,147.236,0.075,165.67,185.723,2.587,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV64,71.0,142,153.833,7.87,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,28,20.929,119.371,153.978,7.847,119.371,153.892,0.068,172.531,191.433,4.044,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV65,62.5,125,135.417,7.03,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,32,22.25,107.484,137.044,6.951,107.484,136.967,0.064,153.494,170.409,4.529,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV66,60.5,121,131.083,6.97,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,18,17.667,100.646,131.601,6.906,100.646,131.517,0.076,148.008,169.262,2.767,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV67,68.5,137,148.417,7.62,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,30,23.867,114.082,148.572,7.567,114.082,148.474,0.071,166.479,183.449,4.751,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV68,63.0,126,136.5,7.41,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,32,24.0,100.778,137.711,7.289,100.778,137.619,0.075,155.0,171.118,5.223,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV69,59.5,119,128.917,7.06,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,16,20.375,97.842,129.128,6.99,97.842,129.033,0.08,145.731,163.075,3.035,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV70,67.5,135,146.25,7.99,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,18,18.0,114.491,147.053,7.827,114.491,146.945,0.077,165.651,184.892,3.074,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV71,72.0,144,156.0,8.21,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,32,20.75,123.112,156.761,8.02,123.112,156.667,0.071,175.759,196.13,4.63,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV72,69.0,138,149.5,7.88,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276.0,16,20.125,115.193,149.525,7.872,115.193,149.427,0.07,168.16,186.528,3.001,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV73,62.0,124,134.333,7.59,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,18,20.833,105.6,135.811,7.296,105.6,135.715,0.081,153.148,169.691,3.246,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV74,72.0,144,156.0,8.12,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,18,22.0,119.753,156.055,8.101,119.753,155.964,0.071,175.251,196.816,3.318,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV75,76.0,152,164.667,8.39,217.31,173.111,19.0,217.95,172.916,40.652,227.657,304.0,10,20.3,128.981,164.797,8.374,128.981,164.704,0.064,184.592,212.591,2.326,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV76,60.5,121,131.083,7.3,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,21,18.857,98.421,131.088,7.298,98.421,130.996,0.072,148.381,164.809,3.386,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV77,76.5,153,165.75,8.5,218.74,174.25,19.125,219.38,174.053,40.919,229.155,306.0,18,17.556,126.861,165.755,8.502,126.861,165.66,0.067,185.895,208.776,2.916,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV78,76.0,152,164.667,8.28,217.31,173.111,19.0,217.95,172.916,40.652,227.657,304.0,32,23.0,127.974,164.812,8.243,127.974,164.725,0.068,184.346,208.2,4.992,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV79,78.0,156,169.0,8.5,223.03,177.667,19.5,223.69,177.466,41.722,233.648,312.0,40,24.4,133.878,169.139,8.463,133.878,169.044,0.068,189.19,210.439,6.052,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV80,69.5,139,150.583,8.11,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,21,21.381,114.645,150.573,8.117,114.645,150.47,0.073,169.828,188.8,3.591,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV81,62.5,125,135.417,7.43,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,22,22.227,102.528,135.457,7.405,102.528,135.358,0.078,152.993,174.377,3.819,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV82,71.5,143,154.917,7.88,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,28,21.929,118.393,154.96,7.857,118.393,154.858,0.068,173.507,193.158,4.394,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV83,64.0,128,138.667,7.09,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,24,25.167,111.511,141.977,6.746,111.511,141.913,0.058,157.914,179.702,4.383,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV84,64.0,128,138.667,7.7,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,48,24.333,109.271,139.946,7.564,109.271,139.839,0.079,157.88,176.903,6.977,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV85,70.5,141,152.75,8.0,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,48,23.833,116.51,152.791,7.987,116.51,152.689,0.074,171.749,191.698,7.074,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV86,61.0,122,132.167,7.36,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,24,23.667,102.179,133.263,7.127,102.179,133.167,0.08,150.216,167.633,4.288,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV87,51.5,103,111.583,6.36,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,28,21.857,83.642,111.594,6.363,83.642,111.501,0.086,126.709,140.069,4.474,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV88,77.0,154,166.833,8.48,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308.0,21,18.0,129.742,166.85,8.476,129.742,166.747,0.067,187.002,209.044,3.323,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV89,82.5,165,178.75,8.85,235.9,187.917,20.625,236.59,187.704,44.129,247.128,330.0,24,23.167,140.993,179.664,8.74,140.993,179.567,0.067,200.351,223.424,4.083,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV90,61.5,123,133.25,7.24,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,36,23.167,104.115,133.947,7.141,104.115,133.862,0.077,150.88,171.476,5.404,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV91,72.0,144,156.0,8.43,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,30,19.467,120.126,157.221,8.287,120.126,157.118,0.074,176.847,199.204,4.284,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV92,71.5,143,154.917,7.91,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,36,22.833,116.726,155.088,7.881,116.726,154.986,0.07,173.748,193.936,5.453,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV93,70.5,141,152.75,8.02,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,16,20.25,118.415,152.759,8.021,118.415,152.664,0.075,171.795,190.116,3.046,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV94,52.0,104,112.667,6.74,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,15,22.667,87.019,114.67,6.356,87.019,114.568,0.093,129.81,147.537,3.068,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV95,83.5,167,180.917,9.0,238.76,190.194,20.875,239.46,189.98,44.663,250.124,334.0,10,20.4,139.062,180.916,8.988,139.062,180.814,0.066,202.197,227.716,2.383,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV96,65.5,131,141.917,7.5,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,15,22.467,105.226,141.92,7.496,105.226,141.83,0.069,159.658,178.949,3.185,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV97,57.0,114,123.5,6.77,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,24,22.833,94.532,123.75,6.718,94.532,123.66,0.072,139.644,155.599,4.126,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV98,51.0,102,110.5,6.5,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,17,20.0,84.011,111.333,6.217,84.011,111.221,0.107,126.206,141.772,3.162,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV99,64.0,128,138.667,7.37,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,16,21.125,103.927,138.684,7.368,103.927,138.594,0.07,156.135,173.47,3.162,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV100,68.0,136,147.333,7.64,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,22,19.636,114.144,147.404,7.623,114.144,147.306,0.072,165.468,184.511,3.623,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV101,71.5,143,154.917,8.26,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,48,24.5,121.386,156.074,8.052,121.386,155.976,0.074,175.155,193.83,7.128,2.0,2.0,beta,1000000,Beta,1,0,0
Set 3.3 LA (high SP)_EV102,64.5,129,139.75,7.56,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,36,24.5,107.538,139.97,7.539,107.538,139.884,0.071,157.859,179.161,5.759,2.0,2.0,beta,1000000,Beta,1,0,0
