Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 4.1 TF (low SP)_EV14,20.0,40,43.333,4.3,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,102,6.461,30.995,46.065,4.508,30.995,45.624,0.642,58.675,86.433,5.302,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV15,21.0,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,313,6.316,36.595,51.907,4.864,36.595,51.388,0.701,65.729,98.725,12.391,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV16,21.0,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,129,5.899,32.704,48.353,4.799,32.704,47.864,0.637,61.732,86.173,5.961,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV17,19.5,39,42.25,4.49,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,231,6.195,32.94,47.007,4.689,32.94,46.506,0.701,60.334,86.906,9.362,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV18,16.5,33,35.75,4.01,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,100,6.47,28.384,40.445,3.88,28.384,39.984,0.795,51.73,74.964,5.403,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV19,15.0,30,32.5,3.43,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,148,5.973,24.221,35.217,3.478,24.221,34.802,0.796,45.343,66.86,6.527,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV20,16.0,32,34.667,3.72,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,92,6.467,26.543,37.975,3.705,26.543,37.547,0.773,48.661,73.336,4.959,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV21,21.0,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,193,6.166,34.322,49.931,4.861,34.322,49.445,0.635,63.483,94.797,7.905,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV22,16.0,32,34.667,3.61,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,337,6.407,29.325,40.355,3.689,29.325,39.957,0.714,50.85,73.555,13.367,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV23,17.0,34,36.833,3.74,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,200,6.26,27.642,39.857,3.833,27.642,39.441,0.702,50.749,73.574,8.4,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV24,16.0,32,34.667,3.86,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,174,6.098,29.268,40.77,3.895,29.268,40.325,0.754,51.973,79.183,7.882,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV25,24.5,49,53.083,5.11,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,161,6.273,39.819,56.731,5.313,39.819,56.223,0.614,71.506,100.309,7.443,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV26,19.0,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,180,6.028,32.762,46.497,4.513,32.762,46.009,0.706,59.333,93.159,7.714,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV27,16.5,33,35.75,4.07,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,218,6.45,28.787,41.049,4.153,28.787,40.57,0.76,52.997,78.164,9.364,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV28,20.5,41,44.417,4.52,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,186,6.0,35.203,49.261,4.589,35.203,48.763,0.716,62.344,91.5,7.89,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV29,22.0,44,47.667,4.6,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,155,6.284,36.849,51.494,4.799,36.849,51.05,0.592,64.746,91.465,7.197,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV30,15.0,30,32.5,3.57,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,136,5.912,25.951,36.884,3.782,25.951,36.421,0.821,47.92,75.546,6.275,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV31,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,131,6.099,32.658,47.396,4.796,32.658,46.916,0.634,60.797,82.852,6.21,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV32,20.0,40,43.333,4.24,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,142,5.901,34.829,48.088,4.368,34.829,47.638,0.674,60.443,86.433,6.248,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV33,21.0,42,45.5,4.8,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,185,6.135,35.059,49.555,4.838,35.059,49.03,0.689,63.246,92.131,7.949,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV34,15.0,30,32.5,3.86,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,145,6.31,26.804,37.894,3.666,26.804,37.468,0.792,48.532,72.512,6.966,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV35,19.0,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,224,6.272,28.282,43.623,4.629,28.282,43.146,0.653,56.618,80.914,9.412,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV36,20.0,40,43.333,4.4,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,110,5.964,32.065,46.073,4.568,32.065,45.602,0.67,58.947,89.183,5.445,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV37,20.0,40,43.333,4.54,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,324,6.231,34.954,49.108,4.58,34.954,48.629,0.678,62.017,93.416,12.977,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV38,23.5,47,50.917,4.89,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,176,6.227,39.575,55.927,5.165,39.575,55.44,0.6,70.248,108.527,7.908,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV39,22.0,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,185,6.016,35.327,50.853,5.171,35.327,50.332,0.65,65.37,95.957,7.855,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV40,23.5,47,50.917,5.02,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,84,6.107,37.615,55.198,5.363,37.615,54.687,0.599,70.045,101.472,4.616,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV41,16.0,32,34.667,3.71,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,202,6.173,26.303,38.693,3.937,26.303,38.277,0.701,49.853,76.232,9.305,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV42,20.5,41,44.417,4.62,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,113,6.018,35.768,49.64,4.394,35.768,49.174,0.705,62.133,88.702,5.482,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV43,23.0,46,49.833,4.89,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,99,6.384,38.268,53.582,5.007,38.268,53.076,0.646,67.615,94.967,5.333,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV44,18.0,36,39.0,3.91,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,280,6.475,31.375,44.392,4.073,31.375,43.979,0.656,55.839,75.876,12.01,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV45,19.0,38,41.167,4.68,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,192,6.01,32.811,45.875,4.519,32.811,45.334,0.779,58.944,86.13,8.446,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV46,20.5,41,44.417,4.67,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,125,6.0,31.951,47.764,4.777,31.951,47.268,0.67,61.203,91.603,5.726,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV47,20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,263,6.202,32.737,47.489,4.699,32.737,46.998,0.675,60.712,102.835,10.588,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV48,25.5,51,55.25,5.3,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,245,6.29,40.045,58.179,5.621,40.045,57.661,0.582,73.656,98.246,10.081,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV49,18.5,37,40.083,3.94,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,168,6.054,30.589,44.006,4.259,30.589,43.575,0.653,55.953,79.769,7.651,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV50,19.0,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,400,6.36,30.959,44.734,4.484,30.959,44.29,0.637,57.251,84.81,15.805,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV51,22.5,45,48.75,4.96,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,199,6.045,34.983,51.483,5.247,34.983,50.959,0.64,66.152,92.006,8.114,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV52,19.0,38,41.167,4.36,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,127,6.449,32.971,47.182,4.354,32.971,46.699,0.733,59.669,85.752,6.228,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV53,16.5,33,35.75,3.96,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,186,5.887,27.693,40.091,4.096,27.693,39.645,0.728,51.795,92.043,8.003,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV54,20.5,41,44.417,4.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,131,6.137,34.773,49.399,4.805,34.773,48.877,0.703,63.076,89.432,6.039,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV55,18.5,37,40.083,4.18,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,223,6.422,30.083,44.079,4.328,30.083,43.617,0.702,56.362,91.21,9.343,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV56,19.5,39,42.25,4.37,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,276,6.312,32.039,45.692,4.53,32.039,45.231,0.662,58.45,90.873,11.714,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV57,16.0,32,34.667,3.55,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,125,6.024,28.289,39.057,3.738,28.289,38.616,0.805,49.928,74.0,5.8,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV58,18.0,36,39.0,3.86,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,182,5.907,28.729,41.913,4.132,28.729,41.499,0.641,53.483,78.357,7.833,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV59,19.5,39,42.25,4.53,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,186,6.226,32.814,46.893,4.59,32.814,46.377,0.737,60.071,95.314,8.247,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV60,25.0,50,54.167,5.17,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,232,5.983,40.218,57.795,5.479,40.218,57.29,0.582,72.86,100.68,9.075,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV61,20.5,41,44.417,4.42,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,224,6.161,34.738,48.639,4.649,34.738,48.146,0.692,61.85,89.414,9.232,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV62,18.5,37,40.083,4.02,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,101,6.366,31.764,46.269,4.336,31.764,45.814,0.689,58.537,81.627,5.342,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV63,22.5,45,48.75,4.71,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,239,6.293,36.023,51.924,4.964,36.023,51.463,0.592,65.622,88.958,9.982,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV64,21.0,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,215,6.288,34.062,49.879,4.933,34.062,49.374,0.657,63.699,91.142,9.088,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV65,20.0,40,43.333,4.26,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,160,6.044,33.33,47.38,4.592,33.33,46.919,0.648,60.238,89.978,7.248,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV66,19.5,39,42.25,4.52,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,275,6.2,31.33,46.342,4.689,31.33,45.856,0.667,59.551,81.475,11.15,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV67,23.5,47,50.917,4.91,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,163,5.982,37.211,53.527,5.228,37.211,53.047,0.58,67.939,92.674,7.14,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV68,17.5,35,37.917,3.98,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,135,6.067,28.685,42.06,4.253,28.685,41.62,0.677,54.033,87.084,6.439,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV69,21.5,43,46.583,4.84,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,188,6.128,35.956,51.429,5.092,35.956,50.917,0.643,65.697,91.841,8.311,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV70,22.5,45,48.75,4.7,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,301,6.116,38.668,53.929,4.861,38.668,53.443,0.645,67.52,102.246,11.728,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV71,18.0,36,39.0,4.08,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,202,6.084,30.012,42.316,4.071,30.012,41.848,0.737,53.974,80.754,8.545,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV72,24.5,49,53.083,5.09,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,238,6.408,40.031,57.803,5.31,40.031,57.303,0.597,72.498,105.576,10.257,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV73,16.5,33,35.75,3.88,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,278,6.209,28.232,40.029,4.013,28.232,39.565,0.765,51.612,75.996,11.229,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV74,27.0,54,58.5,5.58,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,96,5.979,40.962,61.599,5.921,40.962,61.052,0.577,77.885,107.502,4.85,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV75,21.5,43,46.583,4.84,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,115,6.104,34.905,50.745,4.964,34.905,50.253,0.636,64.604,90.18,5.441,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV76,18.0,36,39.0,4.08,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,227,6.26,30.398,43.384,4.369,30.398,42.888,0.741,55.901,83.318,9.405,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV77,21.5,43,46.583,4.56,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,138,6.014,35.164,50.948,4.76,35.164,50.495,0.615,64.155,91.253,6.569,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV78,18.0,36,39.0,4.05,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,167,5.964,29.572,41.959,4.159,29.572,41.497,0.735,53.892,77.729,7.547,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV79,17.5,35,37.917,4.02,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,113,6.035,28.022,40.306,4.191,28.022,39.806,0.785,52.456,79.921,5.523,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV80,21.5,43,46.583,4.88,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,225,6.289,34.05,49.863,5.076,34.05,49.348,0.644,64.067,94.596,9.363,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV81,20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,232,6.267,33.677,49.194,4.556,33.677,48.73,0.66,61.986,90.02,10.125,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV82,19.5,39,42.25,4.38,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,207,6.024,34.275,47.559,4.411,34.275,47.093,0.701,60.098,85.92,8.858,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV83,19.0,38,41.167,4.08,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,188,6.223,31.58,44.819,4.197,31.58,44.384,0.679,56.663,78.252,8.48,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV84,20.0,40,43.333,5.0,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,205,6.454,34.88,49.75,4.995,34.88,49.198,0.719,63.973,98.977,9.421,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV85,16.5,33,35.75,4.02,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,222,6.194,27.021,40.141,4.366,27.021,39.637,0.758,52.727,79.556,9.69,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV86,18.0,36,39.0,4.11,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,167,6.263,30.059,43.124,4.183,30.059,42.675,0.706,55.018,83.66,7.712,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV87,20.5,41,44.417,4.49,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,212,6.151,33.166,48.595,4.756,33.166,48.119,0.65,61.942,88.232,9.047,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV88,22.0,44,47.667,4.6,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,161,6.13,36.427,51.369,4.822,36.427,50.909,0.61,64.762,90.238,7.416,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV89,22.0,44,47.667,4.64,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,101,6.455,36.331,52.706,4.774,36.331,52.24,0.634,66.039,95.096,5.465,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV90,19.0,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,197,6.477,29.256,43.877,4.573,29.256,43.387,0.698,56.822,83.101,8.769,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV91,21.0,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,349,6.461,34.111,49.863,4.931,34.111,49.361,0.647,63.689,92.311,14.429,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV92,23.0,46,49.833,4.78,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,189,6.185,36.954,53.281,5.078,36.954,52.825,0.572,67.219,102.61,8.564,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV93,19.0,38,41.167,4.14,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,157,6.045,31.381,44.544,4.338,31.381,44.089,0.691,56.832,84.258,7.201,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV94,19.0,38,41.167,4.0,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,236,6.148,31.91,45.146,4.262,31.91,44.703,0.686,57.218,82.052,10.377,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV95,19.5,39,42.25,4.52,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,124,6.476,34.078,47.71,4.534,34.078,47.231,0.696,60.575,88.356,6.064,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV96,19.0,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,128,6.156,30.437,44.879,4.571,30.437,44.401,0.674,57.761,83.665,5.95,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV97,18.5,37,40.083,4.52,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,100,6.04,30.033,42.963,4.62,30.033,42.433,0.734,56.15,86.889,5.059,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV98,22.0,44,47.667,4.81,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,183,6.027,34.997,50.601,5.134,34.997,50.098,0.63,64.908,91.375,7.966,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV99,19.0,38,41.167,4.51,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,153,6.301,29.479,44.566,4.641,29.479,44.064,0.706,57.759,83.77,7.178,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV100,17.5,35,37.917,4.21,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,155,6.174,27.823,40.992,4.32,27.823,40.531,0.701,53.254,79.724,7.419,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV101,18.5,37,40.083,4.35,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,84,5.345,29.501,43.518,4.384,29.501,43.02,0.742,56.121,78.753,4.263,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV102,19.5,39,42.25,4.35,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,57,5.667,31.38,45.632,4.561,31.38,45.17,0.642,58.393,85.532,3.51,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV103,18.5,37,40.083,4.21,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,89,5.112,30.066,43.926,4.351,30.066,43.466,0.685,56.218,84.467,4.245,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV104,17.0,34,36.833,3.55,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,121,5.182,28.619,40.368,3.837,28.619,39.961,0.709,51.285,72.307,5.248,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV105,15.0,30,32.5,3.59,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,100,5.33,23.005,34.386,3.783,23.005,33.977,0.704,45.139,67.871,4.823,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV106,16.5,33,35.75,4.22,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,102,5.284,27.383,39.511,4.163,27.383,39.013,0.796,51.619,77.646,4.769,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV107,17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,102,5.304,26.22,40.227,4.599,26.22,39.717,0.718,53.322,86.125,4.686,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV108,21.0,42,45.5,4.8,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,62,5.677,35.216,50.455,4.998,35.216,49.958,0.641,64.455,96.633,3.614,2.0,2.0,lognormal,1000000
Set 4.1 TF (low SP)_EV109,16.0,32,34.667,3.86,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,79,5.392,23.848,36.441,4.112,23.848,35.994,0.696,48.066,74.902,4.145,2.0,2.0,lognormal,1000000
