Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 4.3 TF (high SP)_EV11,67.5,135,146.25,7.83,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,20,18.25,110.637,146.242,7.832,110.637,146.146,0.073,164.777,182.673,2.926,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV12,69.5,139,150.583,7.67,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,30,16.767,116.825,150.58,7.672,116.825,150.491,0.069,168.74,188.645,3.64,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV13,67.0,134,145.167,7.59,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,22,20.909,110.287,145.17,7.591,110.287,145.073,0.071,163.164,181.617,3.466,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV14,67.0,134,145.167,7.85,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,27,17.444,109.712,145.185,7.834,109.712,145.087,0.077,163.793,182.259,3.556,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV15,81.5,163,176.583,8.99,233.04,185.639,20.375,233.72,185.429,43.594,244.133,326.0,18,19.167,135.178,177.652,8.919,135.178,177.554,0.066,198.728,224.73,2.942,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV16,67.5,135,146.25,7.78,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,20,18.15,111.256,146.26,7.79,111.256,146.154,0.077,164.776,181.265,2.941,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV17,71.0,142,153.833,7.98,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,21,18.905,118.527,153.847,7.969,118.527,153.767,0.066,172.684,194.782,3.046,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV18,65.0,130,140.833,7.26,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,16,19.0,108.789,140.823,7.267,108.789,140.745,0.067,158.033,177.087,2.671,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV19,65.5,131,141.917,7.71,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,28,17.5,107.87,141.927,7.704,107.87,141.83,0.075,160.193,180.64,3.534,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV20,70.0,140,151.667,8.09,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,22,18.727,116.948,151.851,8.056,116.948,151.755,0.073,170.957,189.232,3.22,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV21,59.0,118,127.833,6.9,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,17,19.059,96.237,127.962,6.873,96.237,127.87,0.077,144.26,162.761,2.771,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV22,68.0,136,147.333,7.71,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,15,19.2,110.867,147.697,7.687,110.867,147.599,0.073,165.884,185.503,2.61,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV23,61.5,123,133.25,7.34,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,20,18.15,101.746,133.418,7.322,101.746,133.333,0.076,150.75,168.608,2.914,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV24,54.0,108,117.0,6.57,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,25,17.4,85.037,117.615,6.581,85.037,117.524,0.08,133.217,148.871,3.349,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV25,71.5,143,154.917,8.34,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,40,15.65,120.475,154.945,8.34,120.475,154.847,0.072,174.725,199.569,4.298,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV26,57.0,114,123.5,6.68,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,21,18.667,93.801,123.558,6.646,93.801,123.463,0.08,139.328,156.115,3.118,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV27,59.0,118,127.833,6.85,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,22,17.818,98.728,127.83,6.847,98.728,127.745,0.071,144.053,159.865,3.09,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV28,72.0,144,156.0,8.15,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,24,17.25,118.571,156.833,8.047,118.571,156.739,0.07,175.904,195.379,3.237,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV29,64.5,129,139.75,7.33,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,20,18.25,106.919,139.754,7.321,106.919,139.659,0.072,157.122,175.264,2.983,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV30,69.5,139,150.583,7.77,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,33,17.061,115.669,150.58,7.771,115.669,150.486,0.074,169.031,188.088,3.958,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV31,65.5,131,141.917,7.67,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,28,17.286,110.784,141.914,7.675,110.784,141.821,0.074,160.087,182.807,3.57,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV32,63.5,127,137.583,7.5,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,20,19.7,105.537,137.587,7.492,105.537,137.49,0.074,155.337,173.236,3.149,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV33,79.5,159,172.25,8.89,227.32,181.083,19.875,227.99,180.879,42.524,238.142,318.0,25,18.04,133.45,172.25,8.891,133.45,172.152,0.068,193.322,216.112,3.389,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV34,65.0,130,140.833,7.81,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,32,17.125,106.006,140.826,7.797,106.006,140.72,0.078,159.304,180.259,3.882,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV35,58.0,116,125.667,6.98,165.84,132.111,14.5,166.33,131.962,31.024,173.739,232.0,17,20.0,95.247,125.668,6.982,95.247,125.57,0.082,142.264,159.922,2.847,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV36,66.0,132,143.0,7.55,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,21,20.048,110.532,143.006,7.548,110.532,142.922,0.071,160.9,180.939,3.31,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV37,61.0,122,132.167,7.07,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,20,17.55,99.46,132.165,7.083,99.46,132.082,0.074,148.964,166.331,2.948,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV38,67.0,134,145.167,7.49,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,17,20.588,110.871,145.154,7.488,110.871,145.076,0.066,162.877,181.027,2.899,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV39,61.5,123,133.25,7.24,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,15,19.733,100.74,133.246,7.235,100.74,133.152,0.074,150.376,168.833,2.64,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV40,71.5,143,154.917,8.21,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,18,19.556,121.318,155.917,8.047,121.318,155.821,0.073,175.012,198.655,2.92,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV41,64.0,128,138.667,7.43,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,18,18.889,106.299,139.013,7.418,106.299,138.923,0.073,156.599,175.001,2.833,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV42,62.0,124,134.333,7.18,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,24,17.667,102.41,135.161,7.154,102.41,135.069,0.074,152.105,172.997,3.22,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV43,71.0,142,153.833,8.05,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,18,17.167,120.688,153.939,8.001,120.688,153.831,0.077,172.946,193.925,2.774,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV44,66.5,133,144.083,7.36,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,24,18.75,112.575,144.086,7.355,112.575,143.991,0.07,161.517,181.213,3.37,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV45,64.5,129,139.75,7.44,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,18,19.778,104.952,139.754,7.436,104.952,139.655,0.073,157.392,174.018,2.958,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV46,60.5,121,131.083,6.81,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,21,18.714,99.131,131.082,6.813,99.131,130.992,0.076,147.265,162.556,3.18,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV47,60.0,120,130.0,6.65,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,21,19.048,98.545,130.009,6.661,98.545,129.929,0.071,145.791,162.387,3.152,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV48,57.5,115,124.583,6.82,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,18,19.611,95.598,124.66,6.786,95.598,124.567,0.083,140.838,161.217,2.93,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV49,72.0,144,156.0,7.79,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,15,19.333,120.876,155.999,7.794,120.876,155.911,0.065,174.455,195.856,2.641,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV50,66.0,132,143.0,7.77,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,14,19.786,109.299,142.998,7.765,109.299,142.917,0.069,161.398,179.16,2.603,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV51,61.0,122,132.167,7.36,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,18,20.444,104.338,134.658,7.075,104.338,134.574,0.071,151.417,169.174,2.972,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV52,76.5,153,165.75,8.74,218.74,174.25,19.125,219.38,174.053,40.919,229.155,306.0,24,17.25,127.582,166.286,8.654,127.582,166.184,0.069,186.78,207.469,3.245,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV53,63.0,126,136.5,7.25,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,28,17.071,103.833,136.498,7.244,103.833,136.403,0.079,153.666,170.692,3.541,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV54,57.0,114,123.5,6.49,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,21,17.857,95.863,123.506,6.487,95.863,123.425,0.077,138.875,154.205,2.997,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV55,59.5,119,128.917,7.08,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,24,17.75,99.242,129.542,6.968,99.242,129.451,0.078,146.087,162.481,3.273,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV56,74.0,148,160.333,8.57,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,18,18.0,123.536,160.35,8.571,123.536,160.256,0.069,180.651,203.39,2.852,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV57,63.0,126,136.5,7.24,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,21,19.286,104.428,136.845,7.197,104.428,136.766,0.067,153.9,169.567,3.162,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV58,70.0,140,151.667,8.18,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,16,19.0,116.155,151.667,8.183,116.155,151.561,0.072,171.082,190.843,2.63,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV59,66.0,132,143.0,7.77,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,20,22.2,108.196,142.999,7.775,108.196,142.9,0.075,161.426,180.669,3.331,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV60,67.0,134,145.167,7.75,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,16,19.0,111.39,145.412,7.705,111.39,145.326,0.07,163.67,182.621,2.698,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV61,49.0,98,106.167,6.22,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,24,17.583,80.859,106.227,6.199,80.859,106.137,0.095,121.015,135.744,3.291,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV62,71.0,142,153.833,8.28,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,21,17.857,116.847,153.825,8.28,116.847,153.725,0.07,173.42,195.294,2.979,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV63,66.5,133,144.083,7.5,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,16,17.75,111.796,144.08,7.482,111.796,143.984,0.071,161.796,179.283,2.607,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV64,70.0,140,151.667,7.86,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,15,19.067,119.217,151.668,7.857,119.217,151.569,0.071,170.301,190.203,2.561,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV65,69.5,139,150.583,8.0,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,16,19.0,117.311,150.883,7.935,117.311,150.783,0.072,169.705,187.524,2.713,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV66,63.0,126,136.5,7.06,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,26,17.654,105.695,136.499,7.059,105.695,136.409,0.072,153.21,170.326,3.486,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV67,72.0,144,156.0,8.05,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,18,18.222,120.032,156.055,8.05,120.032,155.963,0.07,175.134,195.048,2.86,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV68,64.0,128,138.667,7.79,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,20,19.1,105.525,138.972,7.738,105.525,138.855,0.083,157.381,179.319,3.058,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV69,50.5,101,109.417,5.86,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,19,18.526,82.681,109.414,5.86,82.681,109.337,0.073,123.308,138.989,2.955,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV70,62.5,125,135.417,7.16,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,22,20.909,106.025,136.287,7.104,106.025,136.192,0.071,153.103,173.546,3.372,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV71,59.0,118,127.833,6.89,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,26,17.462,98.196,127.843,6.897,98.196,127.762,0.074,144.213,161.098,3.468,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV72,75.5,151,163.583,8.4,215.88,171.972,18.875,216.52,171.778,40.384,226.16,302.0,30,18.167,127.092,163.754,8.355,127.092,163.645,0.07,183.555,205.679,3.806,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV73,60.0,120,130.0,6.96,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,18,19.167,98.56,129.999,6.955,98.56,129.912,0.072,146.486,162.924,2.943,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV74,47.5,95,102.917,5.79,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,19,19.737,78.313,103.171,5.724,78.313,103.084,0.088,116.787,132.467,2.975,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV75,66.5,133,144.083,7.5,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,30,16.633,109.256,144.081,7.508,109.256,143.986,0.071,161.87,180.051,3.675,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV76,67.5,135,146.25,7.73,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,14,19.643,113.812,146.263,7.719,113.812,146.175,0.069,164.522,184.496,2.581,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV77,63.0,126,136.5,7.42,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,15,19.333,104.985,136.512,7.425,104.985,136.426,0.074,154.143,175.44,2.631,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV78,55.5,111,120.25,6.41,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,28,17.5,93.172,120.328,6.38,93.172,120.241,0.079,135.475,151.236,3.551,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV79,68.0,136,147.333,7.79,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,20,15.5,114.074,147.338,7.785,114.074,147.249,0.071,165.797,188.125,2.76,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV80,71.0,142,153.833,7.92,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,28,18.214,120.659,153.891,7.906,120.659,153.793,0.069,172.621,193.725,3.712,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV81,67.5,135,146.25,7.55,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,14,19.786,113.78,146.457,7.509,113.78,146.365,0.071,164.247,181.974,2.546,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV82,52.5,105,113.75,6.03,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,25,18.08,88.835,113.866,6.0,88.835,113.794,0.074,128.094,143.891,3.377,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV83,71.0,142,153.833,8.18,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,22,18.5,119.833,153.84,8.173,119.833,153.733,0.071,173.204,193.446,3.223,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV84,71.0,142,153.833,7.8,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,25,17.6,121.372,153.84,7.798,121.372,153.743,0.068,172.309,195.675,3.355,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV85,71.0,142,153.833,7.74,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,21,18.19,118.594,153.831,7.742,118.594,153.746,0.067,172.158,193.14,3.112,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV86,72.5,145,157.083,8.22,207.3,165.139,18.125,207.91,164.952,38.78,217.173,290.0,22,20.364,121.069,157.091,8.216,121.069,156.999,0.069,176.521,199.408,3.339,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV87,61.0,122,132.167,7.25,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,36,16.833,100.002,132.171,7.257,100.002,132.077,0.076,149.392,167.548,4.138,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV88,65.0,130,140.833,7.49,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,18,18.444,106.057,140.837,7.501,106.057,140.747,0.073,158.579,180.041,2.832,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV89,58.0,116,125.667,6.66,165.84,132.111,14.5,166.33,131.962,31.024,173.739,232.0,16,19.75,97.355,125.685,6.658,97.355,125.604,0.065,141.452,157.869,2.679,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV90,59.0,118,127.833,7.0,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,21,18.905,96.875,127.831,6.992,96.875,127.743,0.074,144.427,162.489,3.105,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV91,60.0,120,130.0,6.99,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,24,17.0,97.958,129.998,6.986,97.958,129.902,0.079,146.625,162.461,3.178,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV92,64.0,128,138.667,7.66,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,26,20.808,105.31,138.848,7.616,105.31,138.74,0.078,156.944,177.053,3.695,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV93,76.5,153,165.75,8.57,218.74,174.25,19.125,219.38,174.053,40.919,229.155,306.0,24,17.75,129.132,166.039,8.532,129.132,165.943,0.068,186.253,206.118,3.32,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV94,57.5,115,124.583,7.15,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,36,16.5,92.199,124.733,7.127,92.199,124.631,0.081,141.672,157.611,4.093,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV95,65.5,131,141.917,7.92,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,17,22.824,109.568,142.649,7.783,109.568,142.545,0.074,161.114,182.542,3.024,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV96,67.0,134,145.167,7.83,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,27,16.519,112.24,145.181,7.843,112.24,145.078,0.072,163.718,186.52,3.387,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV97,73.0,146,158.167,8.25,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292.0,11,22.364,122.805,158.159,8.245,122.805,158.062,0.071,177.693,198.453,2.402,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV98,66.0,132,143.0,7.31,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,26,18.077,109.466,143.005,7.311,109.466,142.922,0.062,160.276,182.077,3.497,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV99,80.0,160,173.333,9.06,228.75,182.222,20.0,229.42,182.016,42.791,239.639,320.0,30,17.267,131.062,173.325,9.06,131.062,173.224,0.069,194.765,219.721,3.745,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV100,57.0,114,123.5,6.62,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,16,20.25,93.394,123.571,6.603,93.394,123.484,0.073,139.231,155.782,2.786,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV101,64.5,129,139.75,7.12,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,11,15.182,108.185,139.74,7.113,108.185,139.661,0.065,156.567,174.292,2.041,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV102,68.0,136,147.333,7.87,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,12,14.667,110.279,147.333,7.877,110.279,147.241,0.071,166.02,187.468,2.148,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV103,69.0,138,149.5,7.88,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276.0,12,16.417,115.612,149.596,7.869,115.612,149.497,0.072,168.276,188.511,2.272,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV104,62.5,125,135.417,7.25,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,13,16.385,104.174,135.407,7.255,104.174,135.312,0.074,152.624,169.286,2.277,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV105,73.5,147,159.25,8.17,210.16,167.417,18.375,210.78,167.227,39.315,220.169,294.0,8,18.25,123.198,159.251,8.166,123.198,159.166,0.068,178.602,199.975,1.922,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV106,54.0,108,117.0,6.54,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,14,14.643,86.977,117.001,6.55,86.977,116.911,0.077,132.538,147.283,2.301,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV107,62.0,124,134.333,7.25,177.28,141.222,15.5,177.8,141.063,33.163,185.72,248.0,13,14.154,102.416,134.34,7.245,102.416,134.252,0.072,151.508,170.062,2.205,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV108,70.5,141,152.75,8.15,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,14,14.071,119.928,152.743,8.14,119.928,152.636,0.071,172.031,189.48,2.267,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV109,62.5,125,135.417,7.1,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,10,17.9,104.962,135.421,7.101,104.962,135.336,0.068,152.242,167.68,2.109,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV110,60.5,121,131.083,7.22,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,14,13.786,100.967,131.093,7.213,100.967,130.994,0.075,148.175,163.408,2.209,2.0,2.0,beta,1000000
Set 4.3 TF (high SP)_EV111,57.5,115,124.583,6.84,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,11,13.727,93.704,124.59,6.846,93.704,124.5,0.073,140.821,161.464,2.005,2.0,2.0,beta,1000000
