Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 4.2 TF (mid SP)_EV35,48.0,96,104.0,6.74,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,212,10.693,70.767,104.187,6.679,70.767,104.088,0.086,120.059,136.464,12.802,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV36,43.0,86,93.167,6.6,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,209,11.694,65.74,94.577,6.362,65.74,94.475,0.097,109.742,123.476,13.789,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV37,49.0,98,106.167,6.84,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,178,10.882,76.196,106.761,6.739,76.196,106.659,0.084,122.78,139.28,11.134,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV38,36.0,72,78.0,5.3,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,280,12.164,59.099,80.592,4.877,59.099,80.508,0.096,92.236,108.529,18.808,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV39,37.5,75,81.25,5.48,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,153,12.503,63.208,83.916,4.903,63.208,83.801,0.141,95.795,108.142,10.967,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV40,46.0,92,99.667,6.32,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,248,12.073,70.331,99.736,6.294,70.331,99.641,0.087,114.673,131.151,16.34,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV41,43.5,87,94.25,6.2,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,241,10.598,70.964,95.433,6.035,70.964,95.337,0.091,109.788,128.978,14.551,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV42,44.5,89,96.417,6.29,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,168,10.702,70.015,96.493,6.261,70.015,96.408,0.088,111.374,127.216,10.747,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV43,46.5,93,100.75,6.68,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,155,11.555,71.148,100.941,6.637,71.148,100.849,0.084,116.725,132.464,10.452,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV44,48.0,96,104.0,6.96,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,142,12.282,78.33,106.157,6.572,78.33,106.045,0.103,121.891,138.295,10.104,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV45,34.5,69,74.75,5.39,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,144,10.667,53.25,75.4,5.267,53.25,75.312,0.103,87.968,105.116,9.177,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV46,41.0,82,88.833,6.18,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,174,11.132,62.85,89.494,6.1,62.85,89.391,0.099,104.033,118.814,11.322,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV47,36.5,73,79.083,5.32,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,310,10.529,58.506,80.079,5.208,58.506,79.987,0.1,92.51,107.749,18.254,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV48,38.0,76,82.333,5.85,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,240,10.238,59.615,83.829,5.568,59.615,83.73,0.099,97.106,110.029,13.968,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV49,31.5,63,68.25,4.78,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,308,10.61,50.834,69.8,4.453,50.834,69.721,0.103,80.441,92.666,18.073,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV50,45.0,90,97.5,6.65,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,262,10.427,69.527,97.673,6.59,69.527,97.568,0.096,113.37,130.153,15.502,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV51,43.0,86,93.167,6.1,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,134,11.104,66.587,93.171,6.101,66.587,93.082,0.087,107.665,125.607,8.986,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV52,39.0,78,84.5,5.71,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,153,11.582,62.583,85.983,5.44,62.583,85.901,0.087,98.926,111.783,10.386,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV53,50.0,100,108.333,6.98,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,100,12.78,78.727,108.53,6.904,78.727,108.428,0.086,124.949,143.586,7.77,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV54,41.0,82,88.833,6.24,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,176,12.233,63.834,90.025,5.848,63.834,89.905,0.121,104.088,119.863,12.266,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV55,33.0,66,71.5,5.26,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,168,10.726,50.818,73.394,4.917,50.818,73.316,0.097,85.078,98.342,10.81,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV56,42.5,85,92.083,6.16,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,132,11.712,68.339,93.425,5.985,68.339,93.327,0.094,107.667,124.335,9.129,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV57,44.5,89,96.417,6.5,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,162,10.827,69.494,97.745,6.348,69.494,97.639,0.092,112.84,128.129,10.459,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV58,44.5,89,96.417,6.5,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,107,11.262,69.519,97.604,6.292,69.519,97.506,0.089,112.555,127.391,7.447,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV59,43.5,87,94.25,6.37,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,126,11.246,67.68,94.365,6.329,67.68,94.261,0.096,109.444,125.78,8.572,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV60,51.0,102,110.5,7.17,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,142,11.768,79.766,110.653,7.065,79.766,110.522,0.105,127.512,147.023,9.815,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV61,50.5,101,109.417,6.9,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,112,12.545,78.227,109.483,6.863,78.227,109.385,0.084,125.773,141.037,8.427,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV62,43.0,86,93.167,6.15,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,146,11.075,67.756,93.247,6.119,67.756,93.146,0.094,107.824,124.155,9.655,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV63,46.5,93,100.75,6.48,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,190,11.253,71.681,100.937,6.414,71.681,100.837,0.087,116.168,132.472,12.306,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV64,36.0,72,78.0,5.61,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,236,10.674,56.961,78.66,5.416,56.961,78.542,0.123,91.644,106.389,14.251,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV65,51.5,103,111.583,6.89,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,273,10.223,81.537,111.575,6.88,81.537,111.484,0.078,127.896,148.464,16.15,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV66,45.5,91,98.583,6.5,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,258,10.566,72.061,98.621,6.466,72.061,98.516,0.097,114.011,131.366,15.848,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV67,50.0,100,108.333,6.85,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,197,10.812,79.183,109.327,6.758,79.183,109.231,0.078,125.364,144.106,12.468,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV68,34.5,69,74.75,5.24,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,178,10.792,54.081,75.635,5.097,54.081,75.55,0.095,87.788,101.265,11.354,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV69,38.5,77,83.417,5.97,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,145,11.303,61.113,84.221,5.74,61.113,84.116,0.107,97.928,111.615,9.71,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV70,43.0,86,93.167,6.21,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,202,10.738,67.986,93.878,6.062,67.986,93.78,0.096,108.354,122.445,12.68,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV71,42.5,85,92.083,6.36,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,136,12.279,66.715,93.073,6.13,66.715,92.971,0.1,107.704,123.991,9.803,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV72,42.0,84,91.0,6.13,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,190,10.895,64.328,91.058,6.095,64.328,90.948,0.098,105.562,119.131,12.15,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV73,37.0,74,80.167,5.3,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,120,12.917,61.057,82.19,5.274,61.057,82.096,0.104,94.798,110.784,9.12,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV74,49.0,98,106.167,7.06,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,274,10.971,76.622,107.455,6.875,76.622,107.368,0.082,123.759,142.019,16.54,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV75,42.0,84,91.0,6.38,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,240,10.387,65.422,92.167,6.115,65.422,92.053,0.102,106.722,123.473,14.213,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV76,49.0,98,106.167,6.71,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,178,10.697,78.52,106.764,6.615,78.52,106.662,0.089,122.491,142.402,11.394,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV77,35.5,71,76.917,5.46,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,139,11.604,57.702,79.399,4.938,57.702,79.311,0.11,91.223,103.428,9.763,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV78,50.0,100,108.333,7.17,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,263,10.24,80.561,108.692,7.062,80.561,108.58,0.095,125.533,143.207,15.65,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV79,35.5,71,76.917,5.49,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,239,11.184,57.164,77.894,5.228,57.164,77.791,0.113,90.388,107.118,15.489,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV80,36.0,72,78.0,5.45,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,249,10.655,56.425,79.774,5.179,56.425,79.69,0.094,92.106,105.289,14.837,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV81,40.5,81,87.75,5.81,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,146,10.993,63.056,87.889,5.783,63.056,87.797,0.095,101.689,117.159,9.674,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV82,39.0,78,84.5,5.76,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,338,10.195,57.942,84.497,5.748,57.942,84.41,0.091,98.172,114.523,19.277,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV83,48.0,96,104.0,6.83,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,140,11.307,76.727,104.401,6.734,76.727,104.293,0.094,120.435,140.062,9.365,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV84,37.0,74,80.167,5.97,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,177,11.141,59.543,82.634,5.397,59.543,82.531,0.117,95.606,110.195,11.33,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV85,40.5,81,87.75,6.45,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,223,10.762,63.678,89.401,6.081,63.678,89.294,0.106,103.945,119.559,13.869,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV86,46.0,92,99.667,6.59,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,114,12.482,68.832,100.135,6.534,68.832,100.04,0.09,115.68,130.494,8.442,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV87,40.5,81,87.75,5.72,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,164,11.573,64.509,87.76,5.707,64.509,87.673,0.091,101.352,115.391,11.037,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV88,40.5,81,87.75,6.41,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,139,11.489,63.616,88.117,6.303,63.616,88.003,0.102,103.147,120.052,9.475,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV89,42.5,85,92.083,6.23,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,280,10.8,67.58,93.85,6.086,67.58,93.737,0.101,108.381,123.499,16.987,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV90,37.0,74,80.167,5.65,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,243,10.226,59.108,81.545,5.334,59.108,81.44,0.112,94.332,106.65,14.411,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV91,54.5,109,118.083,7.45,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,128,11.578,87.683,118.679,7.353,87.683,118.578,0.083,136.144,154.401,8.688,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV92,40.0,80,86.667,6.29,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,145,12.083,64.587,89.454,5.748,64.587,89.36,0.099,103.181,117.295,10.351,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV93,47.5,95,102.917,6.56,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,126,12.833,77.456,103.485,6.419,77.456,103.371,0.098,118.777,135.556,9.502,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV94,34.0,68,73.667,5.22,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,135,10.615,53.035,74.216,5.102,53.035,74.123,0.105,86.409,99.167,8.779,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV95,35.0,70,75.833,5.11,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,155,11.787,55.649,75.916,5.066,55.649,75.825,0.105,88.006,101.677,10.856,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV96,46.5,93,100.75,6.34,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,146,10.582,74.956,100.83,6.316,74.956,100.745,0.081,115.846,131.243,9.45,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV97,36.0,72,78.0,5.27,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,250,10.504,57.89,78.329,5.08,57.89,78.213,0.134,90.541,104.357,14.77,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV98,47.5,95,102.917,6.88,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,179,12.436,78.182,104.943,6.48,78.182,104.84,0.091,120.366,138.118,12.583,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV99,41.0,82,88.833,5.99,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,385,10.203,64.12,89.137,5.935,64.12,89.039,0.1,103.267,118.234,21.903,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV100,37.0,74,80.167,5.57,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,167,11.198,56.469,80.169,5.573,56.469,80.072,0.098,93.45,107.036,10.961,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV101,33.5,67,72.583,5.11,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,77,8.312,50.363,72.585,5.101,50.363,72.495,0.099,84.742,96.487,4.776,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV102,37.0,74,80.167,5.42,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,52,9.558,57.682,81.355,5.274,57.682,81.256,0.102,93.915,106.432,3.905,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV103,48.0,96,104.0,6.97,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,42,9.595,74.849,104.008,6.958,74.849,103.897,0.092,120.587,139.028,3.429,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV104,45.5,91,98.583,6.82,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,51,11.039,69.966,98.608,6.801,69.966,98.497,0.097,114.777,131.407,4.156,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV105,42.5,85,92.083,6.09,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66,8.182,65.86,92.296,6.024,65.86,92.209,0.087,106.599,119.867,4.33,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV106,41.0,82,88.833,5.71,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,38,9.579,64.262,88.83,5.715,64.262,88.744,0.085,102.423,116.253,3.225,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV107,39.5,79,85.583,5.89,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,47,10.255,58.16,85.741,5.842,58.16,85.635,0.102,99.64,113.995,3.828,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV108,38.0,76,82.333,5.77,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,73,9.548,58.839,82.339,5.771,58.839,82.243,0.102,96.072,109.913,5.024,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV109,41.0,82,88.833,5.82,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,42,9.071,63.089,88.882,5.794,63.089,88.798,0.088,102.672,118.585,3.261,2.0,2.0,beta,1000000
Set 4.2 TF (mid SP)_EV110,40.5,81,87.75,5.91,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,52,8.769,64.491,88.649,5.83,64.491,88.572,0.079,102.485,117.803,3.745,2.0,2.0,beta,1000000
