Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 3.2 LA (mid SP)_EV12,49.0,98,106.167,6.85,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,239,11.126,80.368,114.598,8.483,80.368,114.457,0.097,134.822,153.666,14.805,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV13,36.5,73,79.083,5.46,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,252,11.437,59.192,86.114,6.54,59.192,85.995,0.102,101.667,116.507,15.514,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV14,46.5,93,100.75,6.29,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,588,12.862,77.05,110.319,7.349,77.05,110.18,0.114,127.964,146.108,38.789,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV15,43.0,86,93.167,6.22,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,372,13.672,71.141,104.336,7.258,71.141,104.223,0.092,121.629,138.075,26.063,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV16,33.5,67,72.583,5.25,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,62,9.129,53.225,79.376,6.232,53.225,79.26,0.105,94.242,110.113,4.242,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV17,50.0,100,108.333,6.96,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,412,13.039,85.02,119.988,8.171,85.02,119.861,0.092,139.451,164.559,27.721,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV18,38.5,77,83.417,5.86,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,151,12.57,61.949,91.762,7.244,61.949,91.626,0.105,109.002,124.951,10.519,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV19,40.0,80,86.667,5.76,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,151,12.384,64.872,93.375,7.157,64.872,93.255,0.104,110.455,128.668,10.348,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV20,35.0,70,75.833,5.63,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,456,10.586,57.111,84.087,6.353,57.111,83.931,0.143,99.411,116.037,24.37,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV21,45.5,91,98.583,6.38,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,682,14.082,78.196,110.137,7.471,78.196,110.007,0.101,127.963,146.527,48.093,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV22,38.5,77,83.417,5.91,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,230,12.722,59.051,90.26,7.185,59.051,90.125,0.113,107.444,125.879,15.581,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV23,48.0,96,104.0,6.44,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,242,10.525,79.189,112.273,7.956,79.189,112.154,0.09,131.186,153.247,13.782,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV24,40.5,81,87.75,6.24,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,61,9.049,64.56,94.929,7.656,64.56,94.766,0.114,113.21,133.461,4.21,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV25,44.5,89,96.417,6.56,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,280,10.921,70.538,104.113,8.033,70.538,103.954,0.116,123.289,145.794,17.055,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV26,42.5,85,92.083,6.25,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,316,12.278,71.489,101.451,7.224,71.489,101.306,0.115,118.745,136.727,19.869,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV27,40.0,80,86.667,5.66,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,61,9.115,62.133,93.785,6.948,62.133,93.668,0.096,110.317,127.155,4.132,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV28,44.0,88,95.333,6.42,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,333,12.087,70.438,103.104,7.845,70.438,102.937,0.114,121.883,140.678,21.531,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV29,41.5,83,89.917,5.99,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,73,10.301,66.946,97.398,7.357,66.946,97.272,0.1,114.915,132.873,5.106,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV30,41.0,82,88.833,6.13,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,434,13.217,66.359,97.548,7.182,66.359,97.399,0.118,114.74,131.101,29.571,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV31,42.0,84,91.0,6.12,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,159,12.56,70.078,100.343,7.164,70.078,100.211,0.109,117.465,137.658,11.133,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV32,50.5,101,109.417,6.91,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,166,11.831,82.554,120.024,8.427,82.554,119.904,0.081,140.036,158.615,10.983,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV33,34.0,68,73.667,4.9,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,79,10.481,54.519,79.342,6.114,54.519,79.232,0.098,93.874,107.694,5.458,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV34,35.5,71,76.917,5.86,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,168,12.107,56.475,83.871,6.932,56.475,83.697,0.145,100.576,116.635,11.327,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV35,39.5,79,85.583,6.06,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,533,12.679,67.271,95.861,7.002,67.271,95.738,0.099,112.517,128.389,34.105,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV36,43.5,87,94.25,6.34,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,495,11.83,69.447,102.429,7.843,69.447,102.296,0.097,121.079,138.868,30.13,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV37,44.5,89,96.417,6.37,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,679,12.918,72.476,104.895,7.712,72.476,104.751,0.108,123.315,141.276,44.094,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV38,53.5,107,115.917,7.34,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,186,12.258,86.057,125.217,9.11,86.057,125.078,0.09,146.878,171.23,12.485,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV39,42.5,85,92.083,5.98,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,459,11.843,68.493,99.502,7.366,68.493,99.368,0.106,117.097,134.634,28.305,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV40,45.5,91,98.583,6.51,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,578,13.324,73.931,107.676,7.869,73.931,107.532,0.106,126.461,145.512,38.858,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV41,41.0,82,88.833,5.94,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,70,9.757,64.938,95.689,7.393,64.938,95.55,0.106,113.315,134.256,4.787,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV42,43.0,86,93.167,6.06,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,147,10.19,70.796,100.875,7.306,70.796,100.723,0.124,118.454,135.735,8.709,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV43,39.0,78,84.5,6.18,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,209,12.292,62.178,93.368,7.206,62.178,93.197,0.134,110.729,127.517,14.064,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV44,40.5,81,87.75,6.08,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,462,11.275,63.711,95.088,7.34,63.711,94.931,0.127,112.708,131.216,27.255,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV45,49.0,98,106.167,6.84,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,166,11.03,79.196,115.381,8.392,79.196,115.242,0.093,135.348,154.625,10.259,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV46,37.0,74,80.167,5.44,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,72,12.958,60.983,87.281,6.56,60.983,87.157,0.11,102.908,121.386,5.756,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV47,41.5,83,89.917,5.95,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,671,12.985,70.767,99.557,6.975,70.767,99.441,0.092,116.17,131.589,43.845,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV48,44.0,88,95.333,6.63,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,198,13.086,67.248,105.207,7.878,67.248,105.047,0.115,124.056,142.971,14.002,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV49,44.0,88,95.333,6.12,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,61,9.082,71.295,102.654,7.646,71.295,102.534,0.094,120.849,139.59,4.145,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV50,46.0,92,99.667,6.63,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,584,12.464,74.949,108.649,8.057,74.949,108.511,0.096,127.859,150.193,37.291,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV51,45.5,91,98.583,6.78,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,151,12.258,71.815,106.664,8.252,71.815,106.51,0.117,126.448,147.165,10.362,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV52,48.0,96,104.0,7.06,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,480,12.917,77.188,113.267,8.472,77.188,113.092,0.116,133.541,153.187,31.646,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV53,46.5,93,100.75,6.71,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,162,11.0,73.07,108.514,8.372,73.07,108.378,0.1,128.469,148.961,10.107,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV54,44.5,89,96.417,6.38,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,552,11.303,75.27,106.403,7.704,75.27,106.281,0.094,124.68,144.26,32.807,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV55,32.0,64,69.333,4.69,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,594,12.061,51.711,75.432,5.553,51.711,75.302,0.129,88.793,101.411,36.61,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV56,52.5,105,113.75,7.35,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,369,11.767,84.776,123.471,8.936,84.776,123.31,0.105,144.829,168.057,24.265,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV57,39.0,78,84.5,6.09,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,700,13.857,64.198,93.896,6.967,64.198,93.756,0.113,110.57,129.359,49.434,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV58,36.5,73,79.083,5.49,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,226,11.142,58.342,86.07,6.559,58.342,85.937,0.119,101.788,119.214,13.365,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV59,36.5,73,79.083,5.77,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,72,9.5,58.928,86.224,6.92,58.928,86.086,0.118,102.762,117.903,4.864,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV60,39.0,78,84.5,5.86,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,644,12.391,63.908,92.125,7.024,63.908,91.965,0.136,108.991,126.282,40.369,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV61,46.0,92,99.667,6.5,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,229,13.672,74.854,109.128,7.833,74.854,108.989,0.097,127.765,148.776,16.137,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV62,44.5,89,96.417,6.29,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,203,13.35,73.245,105.282,7.612,73.245,105.158,0.098,123.415,139.611,14.396,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV63,44.0,88,95.333,6.23,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,407,12.115,69.842,102.818,7.757,69.842,102.674,0.102,121.324,138.881,25.84,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV64,40.5,81,87.75,5.94,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,284,11.039,65.626,97.425,7.271,65.626,97.277,0.113,114.815,131.793,17.057,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV65,46.5,93,100.75,6.74,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,319,13.577,77.42,109.62,8.156,77.42,109.461,0.115,129.143,146.916,22.413,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV66,41.0,82,88.833,6.02,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,240,13.95,66.878,96.807,7.18,66.878,96.651,0.124,113.974,132.623,17.274,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV67,43.0,86,93.167,6.41,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,608,12.408,70.216,101.729,7.719,70.216,101.569,0.123,120.21,137.17,38.218,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV68,48.0,96,104.0,6.72,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,101,9.99,72.059,112.008,8.384,72.059,111.878,0.087,131.954,153.71,6.364,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV69,42.5,85,92.083,6.13,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,214,13.051,70.65,101.175,7.443,70.65,101.044,0.1,118.904,137.042,14.667,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV70,46.0,92,99.667,6.42,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,156,10.179,74.76,107.618,7.904,74.76,107.481,0.1,126.49,144.044,8.931,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV71,45.5,91,98.583,6.6,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,536,12.354,75.094,109.271,7.785,75.094,109.118,0.111,127.88,148.831,41.391,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV72,43.0,86,93.167,6.43,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,200,13.55,70.616,102.673,7.766,70.616,102.542,0.095,121.129,139.776,14.795,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV73,38.5,77,83.417,5.44,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,150,11.193,61.663,89.983,6.727,61.663,89.871,0.099,106.001,122.981,9.471,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV74,41.5,83,89.917,6.13,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,534,13.015,67.65,97.437,7.483,67.65,97.271,0.125,115.39,134.997,35.692,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV75,35.5,71,76.917,5.18,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,72,9.958,57.356,83.938,6.356,57.356,83.814,0.108,99.076,113.204,4.916,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV76,36.0,72,78.0,5.34,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,70,9.629,55.498,84.896,6.437,55.498,84.779,0.106,100.238,117.729,4.737,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV77,41.0,82,88.833,5.94,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,158,11.044,63.406,97.034,7.297,63.406,96.897,0.098,114.374,132.612,9.73,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV78,47.0,94,101.833,7.13,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,68,13.412,76.019,111.221,8.58,76.019,111.067,0.107,131.759,152.864,5.629,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV79,46.0,92,99.667,6.65,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,444,12.698,74.644,108.173,7.94,74.644,107.983,0.135,127.307,146.472,28.708,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV80,44.5,89,96.417,6.33,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,292,11.808,71.188,104.4,7.704,71.188,104.264,0.102,122.746,142.856,18.288,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV81,37.0,74,80.167,5.66,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,534,13.172,58.449,86.641,6.929,58.449,86.49,0.119,103.18,119.166,35.366,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV82,42.0,84,91.0,6.38,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,451,11.313,66.545,100.396,7.505,66.545,100.271,0.102,118.312,134.435,26.241,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV83,42.0,84,91.0,6.05,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,166,12.169,69.673,99.646,7.261,69.673,99.5,0.101,116.921,132.836,11.25,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV84,48.5,97,105.083,6.87,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,266,10.372,81.193,115.515,8.282,81.193,115.382,0.087,135.19,158.111,14.963,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV85,56.5,113,122.417,7.51,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,513,13.064,93.371,132.536,9.252,93.371,132.389,0.091,154.534,179.088,33.837,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV86,46.0,92,99.667,6.69,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,258,10.798,74.413,108.113,8.258,74.413,107.991,0.09,127.75,150.4,15.463,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV87,41.5,83,89.917,5.91,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,748,12.884,71.513,99.832,6.941,71.513,99.702,0.104,116.431,133.324,48.556,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV88,44.0,88,95.333,6.56,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,72,13.25,72.128,104.88,7.655,72.128,104.733,0.11,123.128,143.635,5.774,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV89,54.5,109,118.083,7.36,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,73,10.219,88.794,127.171,9.189,88.794,127.038,0.085,149.0,170.328,5.028,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV90,40.0,80,86.667,6.06,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,708,12.667,64.711,94.164,7.381,64.711,94.022,0.106,111.702,131.52,45.591,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV91,41.0,82,88.833,5.69,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,644,11.5,67.172,96.842,6.894,67.172,96.718,0.1,113.247,129.036,37.344,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV92,51.5,103,111.583,7.24,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,129,9.876,81.343,120.163,9.029,81.343,120.013,0.095,141.641,165.475,7.612,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV93,42.5,85,92.083,5.97,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,340,13.259,71.492,101.346,6.933,71.492,101.217,0.108,117.916,135.768,23.237,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV94,36.5,73,79.083,5.86,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,284,11.264,60.42,88.169,6.824,60.42,88.028,0.12,104.489,123.093,17.194,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV95,39.5,79,85.583,6.06,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,387,11.395,66.398,95.687,7.022,66.398,95.561,0.103,112.404,128.733,23.5,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV96,50.5,101,109.417,7.0,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,331,12.215,82.151,118.002,8.667,82.151,117.859,0.099,138.709,164.119,21.019,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV97,44.5,89,96.417,6.52,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,756,13.349,71.109,105.603,7.654,71.109,105.456,0.115,123.92,141.92,50.876,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV98,45.5,91,98.583,6.6,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,462,11.002,74.07,106.301,8.153,74.07,106.152,0.105,125.758,147.032,26.58,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV99,41.0,82,88.833,5.85,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,450,13.196,61.584,96.322,7.119,61.584,96.199,0.104,113.309,128.662,29.937,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV100,38.0,76,82.333,6.0,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,274,12.73,62.801,91.325,7.055,62.801,91.188,0.11,108.178,125.61,18.106,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV101,41.5,83,89.917,5.81,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,831,13.397,69.789,99.041,7.134,69.789,98.928,0.096,116.015,135.333,55.356,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV102,47.0,94,101.833,6.65,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,1008,13.893,81.902,113.323,7.885,81.902,113.198,0.092,132.06,151.469,69.248,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV103,53.0,106,114.833,7.34,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,1314,15.009,88.95,125.214,8.882,88.95,125.056,0.101,146.391,167.887,95.335,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV104,46.5,93,100.75,6.76,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,598,12.577,77.515,111.349,7.884,77.515,111.199,0.108,130.241,155.63,37.789,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV105,36.0,72,78.0,5.42,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,578,14.159,62.076,86.247,6.206,62.076,86.104,0.132,101.153,118.195,41.254,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV106,49.5,99,107.25,6.91,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,1134,14.386,83.543,119.042,8.028,83.543,118.933,0.087,138.124,159.836,79.556,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV107,40.5,81,87.75,6.01,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,560,14.039,69.998,97.733,6.815,69.998,97.609,0.105,114.009,130.54,39.503,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV108,42.5,85,92.083,6.41,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,1458,14.204,71.198,102.944,7.516,71.198,102.807,0.104,120.821,140.454,101.514,2.0,2.0,triangular,1000000
Set 3.2 LA (mid SP)_EV109,46.0,92,99.667,6.54,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,810,14.315,77.844,111.143,7.707,77.844,111.043,0.085,129.458,145.764,56.969,2.0,2.0,triangular,1000000
