Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV21,12.0,24,26.0,3.59,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,33,4.152,18.659,28.774,3.607,18.659,28.266,0.959,39.647,65.172,2.311,2.0,2.0,lognormal,1000000
Set 1 SP_EV22,8.0,16,17.333,2.83,22.87,18.222,2.0,22.94,18.202,4.279,23.964,32.0,26,3.885,14.533,21.843,2.852,14.533,21.401,1.13,30.71,66.421,2.043,2.0,2.0,lognormal,1000000
Set 1 SP_EV23,10.0,20,21.667,3.24,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,27,3.259,15.534,24.866,3.509,15.534,24.369,0.982,35.514,58.97,2.034,2.0,2.0,lognormal,1000000
Set 1 SP_EV24,9.0,18,19.5,2.87,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,29,3.759,14.67,22.187,2.933,14.67,21.758,1.037,31.128,62.696,2.102,2.0,2.0,lognormal,1000000
Set 1 SP_EV25,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,26,3.538,15.164,24.707,3.47,15.164,24.183,1.044,35.352,61.607,2.031,2.0,2.0,lognormal,1000000
Set 1 SP_EV26,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,67,4.552,19.206,29.483,3.643,19.206,28.99,0.918,40.392,70.271,3.281,2.0,2.0,lognormal,1000000
Set 1 SP_EV27,8.5,17,18.417,3.01,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,33,4.03,14.501,21.91,2.909,14.501,21.46,1.108,30.946,57.322,2.299,2.0,2.0,lognormal,1000000
Set 1 SP_EV28,13.0,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,35,4.0,18.63,29.745,3.941,18.63,29.251,0.804,41.168,73.493,2.287,2.0,2.0,lognormal,1000000
Set 1 SP_EV29,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,34,4.088,15.742,24.689,3.124,15.742,24.281,0.874,33.908,61.014,2.339,2.0,2.0,lognormal,1000000
Set 1 SP_EV30,10.0,20,21.667,3.06,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,27,3.63,14.606,23.212,3.172,14.606,22.771,0.972,32.767,58.19,2.122,2.0,2.0,lognormal,1000000
Set 1 SP_EV31,11.5,23,24.917,3.34,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,45,4.156,17.63,26.935,3.454,17.63,26.486,0.851,37.07,67.772,2.595,2.0,2.0,lognormal,1000000
Set 1 SP_EV32,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,41,3.976,18.538,29.66,4.016,18.538,29.154,0.821,41.343,67.123,2.447,2.0,2.0,lognormal,1000000
Set 1 SP_EV33,11.0,22,23.833,3.57,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,42,4.0,16.748,26.235,3.582,16.748,25.707,0.995,37.146,62.993,2.565,2.0,2.0,lognormal,1000000
Set 1 SP_EV34,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,46,4.37,19.277,28.161,3.208,19.277,27.713,0.992,37.896,71.008,2.712,2.0,2.0,lognormal,1000000
Set 1 SP_EV35,7.0,14,15.167,2.15,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28.0,24,3.333,11.07,17.415,2.497,11.07,17.021,1.235,25.313,48.883,2.041,2.0,2.0,lognormal,1000000
Set 1 SP_EV36,10.5,21,22.75,3.21,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,42,4.119,16.963,25.809,3.312,16.963,25.346,0.973,35.814,58.709,2.464,2.0,2.0,lognormal,1000000
Set 1 SP_EV37,11.0,22,23.833,3.2,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,51,4.176,18.06,26.866,3.192,18.06,26.445,0.895,36.346,58.61,2.717,2.0,2.0,lognormal,1000000
Set 1 SP_EV38,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,74,4.257,18.002,26.925,3.111,18.002,26.514,0.903,36.202,60.732,3.339,2.0,2.0,lognormal,1000000
Set 1 SP_EV39,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,26,3.692,14.743,23.152,3.243,14.743,22.657,1.073,33.177,57.723,2.115,2.0,2.0,lognormal,1000000
Set 1 SP_EV40,12.0,24,26.0,3.54,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,46,4.348,18.997,29.091,3.515,18.997,28.624,0.911,39.557,70.141,2.684,2.0,2.0,lognormal,1000000
Set 1 SP_EV41,12.0,24,26.0,3.46,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,40,4.05,17.585,27.645,3.595,17.585,27.179,0.838,38.183,60.438,2.487,2.0,2.0,lognormal,1000000
Set 1 SP_EV42,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,29,3.724,15.124,24.013,3.454,15.124,23.481,1.06,34.652,58.388,2.155,2.0,2.0,lognormal,1000000
Set 1 SP_EV43,9.0,18,19.5,3.2,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,31,3.774,14.478,23.036,3.273,14.478,22.552,1.008,32.993,62.173,2.218,2.0,2.0,lognormal,1000000
Set 1 SP_EV44,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,70,4.457,18.226,27.922,3.588,18.226,27.426,0.912,38.594,64.332,3.388,2.0,2.0,lognormal,1000000
Set 1 SP_EV45,12.5,25,27.083,3.63,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,38,4.105,19.354,29.432,3.655,19.354,28.957,0.867,40.224,68.044,2.413,2.0,2.0,lognormal,1000000
Set 1 SP_EV46,15.0,30,32.5,4.33,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,58,4.483,24.158,36.222,4.266,24.158,35.671,0.865,48.845,76.12,2.988,2.0,2.0,lognormal,1000000
Set 1 SP_EV47,13.5,27,29.25,3.91,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,70,4.5,22.098,33.181,3.915,22.098,32.683,0.852,44.696,71.353,3.424,2.0,2.0,lognormal,1000000
Set 1 SP_EV48,10.5,21,22.75,3.11,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,49,4.143,17.41,26.49,3.192,17.41,26.036,1.019,36.203,64.26,2.738,2.0,2.0,lognormal,1000000
Set 1 SP_EV49,10.0,20,21.667,3.22,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,42,3.833,15.674,24.265,3.223,15.674,23.807,0.988,34.028,63.478,2.479,2.0,2.0,lognormal,1000000
Set 1 SP_EV50,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,41,3.854,14.606,23.965,3.472,14.606,23.424,1.059,34.652,60.741,2.46,2.0,2.0,lognormal,1000000
Set 1 SP_EV51,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,39,4.026,15.867,24.139,3.165,15.867,23.672,1.029,33.826,56.295,2.445,2.0,2.0,lognormal,1000000
Set 1 SP_EV52,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,42,4.024,14.857,23.437,3.281,14.857,22.946,1.058,33.533,59.648,2.493,2.0,2.0,lognormal,1000000
Set 1 SP_EV53,12.5,25,27.083,3.61,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,37,4.108,19.035,29.514,3.668,19.035,29.055,0.824,40.26,63.899,2.423,2.0,2.0,lognormal,1000000
Set 1 SP_EV54,9.5,19,20.583,2.97,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,39,3.974,14.774,23.093,3.156,14.774,22.638,1.033,32.73,60.89,2.408,2.0,2.0,lognormal,1000000
Set 1 SP_EV55,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,24,3.417,13.831,22.768,3.426,13.831,22.253,1.027,33.236,56.518,2.007,2.0,2.0,lognormal,1000000
Set 1 SP_EV56,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,43,4.093,17.759,26.946,3.078,17.759,26.543,0.9,36.105,58.919,2.565,2.0,2.0,lognormal,1000000
Set 1 SP_EV57,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,27,3.667,14.935,23.415,3.255,14.935,22.922,1.062,33.416,60.747,2.103,2.0,2.0,lognormal,1000000
Set 1 SP_EV58,12.0,24,26.0,3.46,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,36,4.361,18.272,28.255,3.518,18.272,27.801,0.863,38.614,59.555,2.391,2.0,2.0,lognormal,1000000
Set 1 SP_EV59,10.5,21,22.75,3.05,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,35,4.0,16.321,25.26,3.177,16.321,24.831,0.938,34.755,64.08,2.397,2.0,2.0,lognormal,1000000
Set 1 SP_EV60,13.5,27,29.25,3.91,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,27,4.111,21.407,32.723,4.033,21.407,32.209,0.836,44.536,74.414,2.16,2.0,2.0,lognormal,1000000
Set 1 SP_EV61,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,39,3.872,18.404,29.752,3.988,18.404,29.252,0.826,41.408,65.953,2.36,2.0,2.0,lognormal,1000000
Set 1 SP_EV62,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,45,4.156,19.546,30.207,3.764,19.546,29.731,0.833,41.209,74.259,2.627,2.0,2.0,lognormal,1000000
Set 1 SP_EV63,12.5,25,27.083,3.75,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,36,3.944,17.821,28.892,3.919,17.821,28.385,0.878,40.489,66.372,2.403,2.0,2.0,lognormal,1000000
Set 1 SP_EV64,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,44,4.114,16.432,25.265,3.327,16.432,24.785,1.001,35.389,62.817,2.575,2.0,2.0,lognormal,1000000
Set 1 SP_EV65,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,24,3.375,13.34,21.958,3.459,13.34,21.424,1.032,32.516,55.638,1.998,2.0,2.0,lognormal,1000000
Set 1 SP_EV66,9.5,19,20.583,2.77,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,28,3.893,16.542,24.643,2.972,16.542,24.226,1.011,33.664,54.928,2.216,2.0,2.0,lognormal,1000000
Set 1 SP_EV67,9.5,19,20.583,3.09,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,26,3.462,13.648,22.341,3.314,13.648,21.87,0.979,32.334,52.466,2.071,2.0,2.0,lognormal,1000000
Set 1 SP_EV68,8.5,17,18.417,3.01,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,30,3.6,12.542,20.324,2.951,12.542,19.874,1.053,29.379,53.224,2.181,2.0,2.0,lognormal,1000000
Set 1 SP_EV69,7.5,15,16.25,2.51,21.45,17.083,1.875,21.51,17.064,4.012,22.466,30.0,27,3.37,11.225,18.153,2.724,11.225,17.724,1.158,26.678,50.478,2.027,2.0,2.0,lognormal,1000000
Set 1 SP_EV70,7.5,15,16.25,2.66,21.45,17.083,1.875,21.51,17.064,4.012,22.466,30.0,30,3.767,12.316,19.714,2.818,12.316,19.3,1.054,28.36,54.721,2.214,2.0,2.0,lognormal,1000000
Set 1 SP_EV71,10.0,20,21.667,3.1,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,48,4.188,16.671,25.699,3.249,16.671,25.229,1.007,35.591,61.632,2.746,2.0,2.0,lognormal,1000000
Set 1 SP_EV72,12.0,24,26.0,3.59,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,35,4.143,17.549,27.902,3.753,17.549,27.393,0.889,39.0,64.273,2.457,2.0,2.0,lognormal,1000000
Set 1 SP_EV73,9.5,19,20.583,3.36,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,46,4.065,14.009,22.797,3.304,14.009,22.279,1.079,33.008,56.649,2.597,2.0,2.0,lognormal,1000000
Set 1 SP_EV74,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,53,4.434,16.461,25.73,3.388,16.461,25.27,0.931,35.868,60.149,2.9,2.0,2.0,lognormal,1000000
Set 1 SP_EV75,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,66,4.348,18.224,28.357,3.631,18.224,27.883,0.865,39.058,63.572,3.3,2.0,2.0,lognormal,1000000
Set 1 SP_EV76,12.0,24,26.0,3.59,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,61,4.41,19.538,29.921,3.553,19.538,29.438,0.937,40.576,64.98,3.337,2.0,2.0,lognormal,1000000
Set 1 SP_EV77,8.5,17,18.417,2.7,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,43,4.163,13.382,21.113,2.796,13.382,20.712,0.995,29.579,49.435,2.862,2.0,2.0,lognormal,1000000
Set 1 SP_EV78,11.5,23,24.917,3.4,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,42,4.19,17.458,26.996,3.514,17.458,26.507,0.939,37.518,65.571,3.077,2.0,2.0,lognormal,1000000
Set 1 SP_EV79,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,52,4.173,17.846,27.846,3.638,17.846,27.367,0.88,38.578,71.683,3.417,2.0,2.0,lognormal,1000000
Set 1 SP_EV80,10.5,21,22.75,3.21,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,41,4.268,17.976,26.838,3.275,17.976,26.387,0.972,36.728,60.573,3.084,2.0,2.0,lognormal,1000000
Set 1 SP_EV81,11.0,22,23.833,3.22,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,54,4.056,17.911,27.045,3.291,17.911,26.585,0.976,36.998,60.061,3.37,2.0,2.0,lognormal,1000000
Set 1 SP_EV82,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,23,3.522,14.377,23.535,3.574,14.377,22.997,1.025,34.441,67.628,2.452,2.0,2.0,lognormal,1000000
Set 1 SP_EV83,10.0,20,21.667,3.37,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,30,3.8,15.497,23.935,3.294,15.497,23.444,1.046,34.014,67.493,2.615,2.0,2.0,lognormal,1000000
Set 1 SP_EV84,11.0,22,23.833,3.3,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,46,4.522,18.231,27.709,3.347,18.231,27.258,0.959,37.748,66.338,3.354,2.0,2.0,lognormal,1000000
Set 1 SP_EV85,10.5,21,22.75,3.17,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,25,3.48,16.387,25.447,3.424,16.387,24.981,0.943,35.724,63.422,2.472,2.0,2.0,lognormal,1000000
Set 1 SP_EV86,12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,32,4.156,18.231,28.919,3.765,18.231,28.425,0.859,40.035,63.366,2.862,2.0,2.0,lognormal,1000000
Set 1 SP_EV87,13.0,26,28.167,3.79,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,40,4.15,20.896,31.716,3.73,20.896,31.236,0.871,42.738,67.158,3.06,2.0,2.0,lognormal,1000000
Set 1 SP_EV88,11.5,23,24.917,3.4,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,34,4.0,17.718,27.01,3.44,17.718,26.538,0.923,37.3,62.96,2.861,2.0,2.0,lognormal,1000000
Set 1 SP_EV89,11.5,23,24.917,3.34,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,28,3.75,17.523,27.476,3.445,17.523,27.019,0.903,37.714,62.569,2.547,2.0,2.0,lognormal,1000000
Set 1 SP_EV90,11.0,22,23.833,3.34,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,28,3.714,16.194,25.335,3.476,16.194,24.859,0.903,35.702,59.343,2.769,2.0,2.0,lognormal,1000000
Set 1 SP_EV91,12.0,24,26.0,3.52,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,25,3.28,17.132,27.39,3.744,17.132,26.931,0.821,38.308,67.379,2.214,2.0,2.0,lognormal,1000000
Set 1 SP_EV92,9.0,18,19.5,3.02,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,28,3.571,15.649,23.98,3.145,15.649,23.521,1.019,33.555,58.142,2.357,2.0,2.0,lognormal,1000000
Set 1 SP_EV93,8.5,17,18.417,2.93,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,26,3.5,14.017,21.961,3.012,14.017,21.517,1.046,31.197,56.739,2.233,2.0,2.0,lognormal,1000000
Set 1 SP_EV94,8.5,17,18.417,2.86,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34.0,26,3.538,14.234,22.292,2.964,14.234,21.845,1.088,31.439,53.085,2.365,2.0,2.0,lognormal,1000000
Set 1 SP_EV95,7.0,14,15.167,2.57,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28.0,26,3.308,11.278,18.048,2.653,11.278,17.627,1.167,26.365,55.206,2.228,2.0,2.0,lognormal,1000000
Set 1 SP_EV96,9.0,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,29,3.759,15.449,23.471,3.127,15.449,23.003,1.059,33.098,65.752,2.443,2.0,2.0,lognormal,1000000
Set 1 SP_EV97,9.0,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36.0,26,3.5,13.903,22.585,3.205,13.903,22.118,1.004,32.34,58.332,2.371,2.0,2.0,lognormal,1000000
Set 1 SP_EV98,13.0,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,32,3.875,19.387,29.995,3.929,19.387,29.499,0.816,41.452,65.4,2.487,2.0,2.0,lognormal,1000000
Set 1 SP_EV99,9.5,19,20.583,3.21,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,32,3.969,14.311,22.623,3.197,14.311,22.142,1.045,32.443,51.13,2.551,2.0,2.0,lognormal,1000000
Set 1 SP_EV100,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,31,3.677,13.544,23.721,3.728,13.544,23.189,0.966,34.932,58.643,2.515,2.0,2.0,lognormal,1000000
Set 1 SP_EV101,14.0,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,77,5.494,22.899,34.468,3.765,22.899,34.004,0.815,45.47,92.687,4.514,2.0,2.0,lognormal,1000000
Set 1 SP_EV102,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,76,5.25,31.179,44.931,4.522,31.179,44.464,0.664,57.652,83.512,4.331,2.0,2.0,lognormal,1000000
Set 1 SP_EV103,17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,32,5.344,27.452,40.723,4.345,27.452,40.229,0.74,53.188,84.166,2.986,2.0,2.0,lognormal,1000000
Set 1 SP_EV104,13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,23,4.043,20.366,30.813,3.209,20.366,30.484,0.67,39.839,67.441,2.414,2.0,2.0,lognormal,1000000
Set 1 SP_EV105,22.0,44,47.667,5.0,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,63,6.0,35.028,51.214,5.181,35.028,50.689,0.646,65.714,94.569,4.191,2.0,2.0,lognormal,1000000
Set 1 SP_EV106,16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,64,5.109,27.557,38.851,3.966,27.557,38.382,0.791,50.362,77.364,3.877,2.0,2.0,lognormal,1000000
Set 1 SP_EV107,18.5,37,40.083,4.13,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,86,5.756,30.147,42.859,4.232,30.147,42.402,0.699,54.861,84.535,4.985,2.0,2.0,lognormal,1000000
Set 1 SP_EV108,15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,39,4.538,23.618,35.362,4.054,23.618,34.903,0.734,46.954,84.28,2.876,2.0,2.0,lognormal,1000000
Set 1 SP_EV109,20.0,40,43.333,4.26,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,41,5.146,31.379,45.589,4.546,31.379,45.16,0.614,58.247,90.2,3.192,2.0,2.0,lognormal,1000000
Set 1 SP_EV110,21.0,42,45.5,4.78,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,154,5.766,33.644,48.637,5.031,33.644,48.133,0.647,62.732,92.93,7.678,2.0,2.0,lognormal,1000000
Set 1 SP_EV111,18.5,37,40.083,4.31,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,48,5.021,28.186,42.348,4.541,28.186,41.872,0.684,55.179,80.724,3.33,2.0,2.0,lognormal,1000000
Set 1 SP_EV112,21.0,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,63,5.667,33.127,48.661,4.841,33.127,48.162,0.66,62.276,92.336,4.168,2.0,2.0,lognormal,1000000
Set 1 SP_EV113,15.0,30,32.5,3.71,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,44,4.591,23.683,35.28,3.83,23.683,34.813,0.813,46.429,69.566,3.156,2.0,2.0,lognormal,1000000
Set 1 SP_EV114,18.0,36,39.0,4.17,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,184,6.239,30.766,44.224,4.319,30.766,43.748,0.717,56.524,82.825,9.149,2.0,2.0,lognormal,1000000
Set 1 SP_EV115,26.0,52,56.333,5.42,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,26,4.692,41.427,59.16,5.797,41.427,58.634,0.569,75.112,111.147,2.543,2.0,2.0,lognormal,1000000
Set 1 SP_EV116,13.5,27,29.25,3.34,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,26,4.885,21.593,31.496,3.533,21.593,31.095,0.757,41.665,63.057,2.581,2.0,2.0,lognormal,1000000
